ano,estado,consumo_residencial_absoluto,consumo_industrial_absoluto,populacao_absoluta,pib_absoluto,ideb,consumo_residencial_per_capita,consumo_industrial_per_capita,pib_per_capita,populacao_absoluta_yoy,consumo_residencial_absoluto_yoy,consumo_industrial_absoluto_yoy,populacao_absoluta_yoy_acumulado,consumo_residencial_absoluto_yoy_acumulado,lat,long,regiao,sigla
2018,Mato Grosso,2807210.0,2086617.0,3441998.0,137442852834.0,5.7,0.8155757208458575,0.6062226067534031,39931.125129648535,2.9138202397696045,2.679263778548324,4.45258949305416,25.2,131.9,-15.601411,-56.097892,Centro-Oeste,MT
2019,Mato Grosso,3100167.0,2172893.0,3484466.0,142122027969.0,5.7,0.889710790692175,0.6235942609283603,40787.319482813145,1.2338182648566232,10.43587761514102,4.134731002383285,26.700000000000003,156.1,-15.601411,-56.097892,Centro-Oeste,MT
2020,Mato Grosso,3366387.0,2284523.0,3526220.0,178649563700.0,5.599999999999999,0.95467299260965,0.6478674047563681,50663.192795684896,1.1982897809879711,8.58727933043606,5.137390566401567,28.299999999999997,178.1,-15.601411,-56.097892,Centro-Oeste,MT
2004,Mato Grosso do Sul,971725.0,866092.0,2230702.0,23372308186.0,,0.4356139905733711,0.38825983927929414,10477.557372522193,,,,0.0,0.0,-20.469522,-54.620827,Centro-Oeste,MS
2005,Mato Grosso do Sul,987509.0,890115.0,2264468.0,23725258355.0,3.4,0.4360887413732497,0.3930790808260483,10477.188617812219,1.5136938954642964,1.6243278705394992,2.7737238076324555,1.5,1.6,-20.469522,-54.620827,Centro-Oeste,MS
2006,Mato Grosso do Sul,992807.0,880238.0,2297981.0,26667893812.0,3.75,0.43203446851823407,0.38304842381203325,11604.923544624608,1.4799502576322565,0.5365014394805412,-1.1096319014958778,3.0,2.1999999999999997,-20.469522,-54.620827,Centro-Oeste,MS
2007,Mato Grosso do Sul,1010551.0,947406.0,2265813.0,30084765195.0,4.1,0.44599929473438454,0.41813071069854396,13277.691140001403,-1.3998375095355398,1.7872557304692727,7.630663525092074,1.6,4.0,-20.469522,-54.620827,Centro-Oeste,MS
2008,Mato Grosso do Sul,1028618.0,1041540.0,2336058.0,36219263039.0,4.3,0.4403221152899457,0.4458536560308006,15504.436550376746,3.100211712087453,1.7878365367012705,9.935972539755934,4.7,5.8999999999999995,-20.469522,-54.620827,Centro-Oeste,MS
2009,Mato Grosso do Sul,1152991.0,969974.0,2360498.0,39517741740.0,4.5,0.48845243673157107,0.41091922128296654,16741.27312965315,1.0462069006848207,12.091271978518758,-6.871171534458586,5.800000000000001,18.7,-20.469522,-54.620827,Centro-Oeste,MS
2010,Mato Grosso do Sul,1237873.0,997740.0,2449024.0,47270656394.0,4.75,0.5054556427376784,0.40740311242356136,19301.83468761433,3.750310315874028,7.361896146630809,2.8625509549740524,9.8,27.400000000000002,-20.469522,-54.620827,Centro-Oeste,MS
2011,Mato Grosso do Sul,1326457.0,1053510.0,2477542.0,55133162451.0,5.0,0.5353923364366779,0.42522387107867393,22253.169654036137,1.1644638843882227,7.156146066680513,5.589632569607317,11.1,36.5,-20.469522,-54.620827,Centro-Oeste,MS
2012,Mato Grosso do Sul,1451186.0,1152727.0,2505088.0,62013200885.0,5.0,0.5792954179653569,0.4601542939808901,24754.899183182388,1.1118277712345526,9.403169495882647,9.417755882715873,12.3,49.3,-20.469522,-54.620827,Centro-Oeste,MS
2013,Mato Grosso do Sul,1571159.0,1346070.0,2587269.0,69203201262.0,5.0125,0.607265421570003,0.5202667368565078,26747.586455834316,3.280563397373659,8.267237969495289,16.77266169700198,16.0,61.7,-20.469522,-54.620827,Centro-Oeste,MS
2014,Mato Grosso do Sul,1752894.0,1236451.0,2619657.0,78950132709.0,5.15,0.6691311114393984,0.4719896536073234,30137.583931407815,1.2518219017813692,11.566938801228899,-8.143632946280654,17.4,80.4,-20.469522,-54.620827,Centro-Oeste,MS
2015,Mato Grosso do Sul,1786428.0,1154696.0,2651235.0,83082554714.0,5.3,0.6738097528133116,0.4355313655711395,31337.303073473307,1.2054249850266707,1.9130649086596119,-6.6120695442035355,18.9,83.8,-20.469522,-54.620827,Centro-Oeste,MS
2016,Mato Grosso do Sul,1790732.0,1083027.0,2682386.0,91892285159.0,5.400000000000001,0.6675892283959132,0.4037550896850789,34257.666554701675,1.1749618573985376,0.240927706014471,-6.206741861061271,20.200000000000003,84.3,-20.469522,-54.620827,Centro-Oeste,MS
2017,Mato Grosso do Sul,1903026.0,1144361.0,2713147.0,96396433756.0,5.5,0.7014091016815528,0.4217836335443675,35529.38110467291,1.1467775331365448,6.2708434316246064,5.66320137909766,21.6,95.8,-20.469522,-54.620827,Centro-Oeste,MS
2018,Mato Grosso do Sul,1961924.0,1251543.0,2748023.0,106969141696.0,5.5,0.7139401671674509,0.45543396106946704,38925.85385784617,1.2854445409703263,3.094965596896726,9.36610038265897,23.200000000000003,101.89999999999999,-20.469522,-54.620827,Centro-Oeste,MS
2019,Mato Grosso do Sul,2150287.0,1351537.0,2778986.0,106943246416.0,5.5,0.7737667624090225,0.48634178077903234,38482.83021792841,1.1267372944112841,9.600932553962327,7.9896575666996705,24.6,121.30000000000001,-20.469522,-54.620827,Centro-Oeste,MS
2020,Mato Grosso do Sul,2249655.0,1455218.0,2809394.0,122627726080.0,5.650000000000001,0.8007616589200376,0.5179828817175519,43649.17348011707,1.0942120615217155,4.621150571993415,7.67134011129551,25.900000000000002,131.5,-20.469522,-54.620827,Centro-Oeste,MS
2004,Minas Gerais,6946613.0,29875957.0,18993720.0,171870933838.0,4.6,0.36573209460811257,1.572938687102895,9048.829499329251,,,,0.0,0.0,-19.916681,-43.934493,Sudeste,MG
2005,Minas Gerais,7046297.0,30106628.0,19237450.0,188364435580.0,4.6,0.3662801982591248,1.5650009746614026,9791.549066014466,1.2832136095509483,1.4350014892149598,0.7720957691832231,1.3,1.4000000000000001,-19.916681,-43.934493,Sudeste,MG
2006,Minas Gerais,7118523.0,29367497.0,19479356.0,212659547189.0,4.6,0.3654393399863938,1.5076215558666313,10917.175454311733,1.2574743534096156,1.0250206597876899,-2.45504411852433,2.6,2.5,-19.916681,-43.934493,Sudeste,MG
2007,Minas Gerais,7292793.0,32610430.0,19273533.0,240355238652.0,4.6,0.3783838178501056,1.691979877275225,12470.741023558057,-1.056621173718475,2.4481202069586594,11.042592427948495,1.5,5.0,-19.916681,-43.934493,Sudeste,MG
2008,Minas Gerais,7726417.0,30670488.0,19850072.0,278607619372.0,5.05,0.3892387392851774,1.54510714117309,14035.597421107592,2.991350885175015,5.945924970035477,-5.948839067746114,4.5,11.200000000000001,-19.916681,-43.934493,Sudeste,MG
2009,Minas Gerais,8299449.0,26264375.0,20033665.0,287443848047.0,5.5,0.41427512140190026,1.311011989069399,14348.041062231998,0.9248984084289535,7.416529550501871,-14.36596965786785,5.5,19.5,-19.916681,-43.934493,Sudeste,MG
2010,Minas Gerais,8686179.0,31515027.0,19597330.0,351123417732.0,5.650000000000001,0.44323277711810743,1.6081286073153842,17916.900809038783,-2.1780088665753317,4.65970692753217,19.991536063584235,3.2,25.0,-19.916681,-43.934493,Sudeste,MG
2011,Minas Gerais,9122122.0,32492120.0,19728701.0,400124687035.0,5.8,0.46237823767515157,1.6469467503207635,20281.349848375725,0.6703515223757561,5.0188120691503135,3.1004034995749885,3.9,31.3,-19.916681,-43.934493,Sudeste,MG
2012,Minas Gerais,9475471.0,31186425.0,19855332.0,442282829874.0,5.849999999999999,0.4772255130259217,1.5706826257047728,22275.267413005233,0.641861823543266,3.8735395119688265,-4.018497407986921,4.5,36.4,-19.916681,-43.934493,Sudeste,MG
2013,Minas Gerais,10117919.0,30404085.0,20593356.0,488004903011.0,5.900000000000001,0.49131957899431256,1.4764026319945132,23697.201321193108,3.7170065955079545,6.780116787862056,-2.508591478503863,8.4,45.7,-19.916681,-43.934493,Sudeste,MG
2014,Minas Gerais,10697894.0,29268148.0,20734097.0,516633984096.0,6.0,0.5159565907307176,1.411595016653004,24917.12005089973,0.6834291603563747,5.732156978129588,-3.7361328255726134,9.2,54.0,-19.916681,-43.934493,Sudeste,MG
2015,Minas Gerais,10516038.0,28150056.0,20869101.0,519331213138.0,6.099999999999999,0.5039046962300867,1.3488868543019654,24885.174169122092,0.6511207119364704,-1.6999233680946912,-3.8201665510233185,9.9,51.4,-19.916681,-43.934493,Sudeste,MG
2016,Minas Gerais,10612565.0,29283535.0,20997560.0,544810468390.0,6.2,0.5054189629652207,1.3946160887264996,25946.370358746444,0.6155464003935851,0.9179027310475707,4.026560373450061,10.6,52.800000000000004,-19.916681,-43.934493,Sudeste,MG
2017,Minas Gerais,10723512.0,29242399.0,21119536.0,576375544684.0,6.3,0.5077532006384988,1.384613705528379,27291.108321887375,0.5809055909353322,1.0454305815794873,-0.14047484362800233,11.200000000000001,54.400000000000006,-19.916681,-43.934493,Sudeste,MG
2018,Minas Gerais,11000754.0,30999110.0,21040662.0,614875819797.0,6.3,0.5228330743585919,1.4732953744516213,29223.21644618406,-0.37346464429900417,2.5853656898971122,6.007410677899583,10.8,58.4,-19.916681,-43.934493,Sudeste,MG
2019,Minas Gerais,11321954.0,29769629.0,21168791.0,651872684368.0,6.3,0.5348417866660405,1.4062980261839233,30794.04413638927,0.6089589766709702,2.9197998609913567,-3.9661816097300906,11.5,63.0,-19.916681,-43.934493,Sudeste,MG
2020,Minas Gerais,11800665.0,30022659.0,21292666.0,682786116407.0,6.099999999999999,0.5542126570716884,1.4099999971821284,32066.727407784445,0.5851774907693175,4.228165915530124,0.8499602060878964,12.1,69.89999999999999,-19.916681,-43.934493,Sudeste,MG
2004,Paraná,4598805.0,8994026.0,10135388.0,123451529532.0,4.4,0.45373743955337476,0.8873884255837073,12180.247024780896,,,,0.0,0.0,-25.429596,-49.271272,Sul,PR
2005,Paraná,4794200.0,9097183.0,10261856.0,127464507454.0,4.4,0.46718644268639126,0.8865046439942248,12421.194319429156,1.2477864685594753,4.248821161149463,1.1469502089498151,1.2,4.2,-25.429596,-49.271272,Sul,PR
2006,Paraná,4965863.0,9453577.0,10387378.0,137648310679.0,4.6,0.4780670348186039,0.910102337664038,13251.49721893244,1.2231900350190061,3.5806391055859255,3.9176303257832723,2.5,8.0,-25.429596,-49.271272,Sul,PR
2007,Paraná,5218348.0,9836781.0,10284503.0,165208890958.0,4.8,0.5073991421850915,0.9564663455297743,16063.867253283897,-0.9903846764794721,5.084413323525028,4.053534445215812,1.5,13.5,-25.429596,-49.271272,Sul,PR
2008,Paraná,5460761.0,10476307.0,10590169.0,185683858660.0,5.05,0.5156443679038549,0.989248330220226,17533.6067498073,2.9721027841598247,4.6453973556382255,6.501374789171366,4.5,18.7,-25.429596,-49.271272,Sul,PR
2009,Paraná,5757614.0,9967165.0,10686247.0,196675611941.0,5.3,0.5387872842542382,0.9327095845716461,18404.554184551416,0.9072376465380394,5.436110461527255,-4.85993776241952,5.4,25.2,-25.429596,-49.271272,Sul,PR
2010,Paraná,6018594.0,10649499.0,10444526.0,225205254696.0,5.349999999999999,0.5762438620958003,1.019624921226679,21562.036869456784,-2.2619821533228612,4.532780419111115,6.845818244204849,3.1,30.9,-25.429596,-49.271272,Sul,PR
2011,Paraná,6314932.0,11058411.0,10512349.0,257122268525.0,5.400000000000001,0.600715596485619,1.0519448127150268,24459.068903153806,0.6493640783698629,4.9237080952794,3.839729925323243,3.6999999999999997,37.3,-25.429596,-49.271272,Sul,PR
2012,Paraná,6653965.0,11356200.0,10577755.0,285620201624.0,5.599999999999999,0.6290526676029082,1.0735926479673616,27001.967962388993,0.6221825397920044,5.368751397481408,2.6928733251097237,4.3999999999999995,44.7,-25.429596,-49.271272,Sul,PR
2013,Paraná,6985892.0,11879150.0,10997465.0,333481152162.0,5.8,0.6352274819697085,1.080171657741125,30323.456556761037,3.96785518288143,4.9884091665646,4.604973494654896,8.5,51.9,-25.429596,-49.271272,Sul,PR
2014,Paraná,7363258.0,12108057.0,11081692.0,348084190849.0,5.95,0.6644525041843791,1.0926180767341305,31410.74403159734,0.7658764997206191,5.401829859379448,1.9269644713636902,9.3,60.099999999999994,-25.429596,-49.271272,Sul,PR
2015,Paraná,7036618.0,11867610.0,11163018.0,376962821632.0,6.099999999999999,0.6303508603139402,1.0631184147512796,33768.89848533792,0.733877101078062,-4.436079789680059,-1.9858429804220479,10.100000000000001,53.0,-25.429596,-49.271272,Sul,PR
2016,Paraná,7003219.0,11953062.0,11242720.0,401814164419.0,6.2,0.6229114484751022,1.0631823971423287,35739.94232881367,0.7139825448637671,-0.4746456323193926,0.7200438841518997,10.9,52.300000000000004,-25.429596,-49.271272,Sul,PR
2017,Paraná,7318830.0,12401715.0,11320892.0,421497870228.0,6.3,0.6464888102456944,1.0954715405817845,37231.86037177989,0.6953121664508233,4.506656153406019,3.7534566456695284,11.700000000000001,59.099999999999994,-25.429596,-49.271272,Sul,PR
2018,Paraná,7460370.0,12725164.0,11348937.0,440029402862.0,6.349999999999999,0.6573628878193614,1.1212648374028333,38772.74169924461,0.24772782922053427,1.9339156668483959,2.6080989605066662,12.0,62.2,-25.429596,-49.271272,Sul,PR
2019,Paraná,7737350.0,12882935.0,11433957.0,466377036431.0,6.400000000000001,0.6766992389423889,1.1267258570239507,40788.76948994998,0.7491450520872522,3.7126844915198687,1.2398347086135741,12.8,68.2,-25.429596,-49.271272,Sul,PR
2020,Paraná,8155254.0,12815263.0,11516840.0,487930593779.0,6.25,0.7081155942081335,1.1127412554138114,42366.70768882784,0.7248846571663581,5.401125708414378,-0.5252840288334948,13.600000000000001,77.3,-25.429596,-49.271272,Sul,PR
2004,Paraíba,864562.0,1019873.0,3568350.0,15757831545.0,2.7000000000000006,0.24228621071363515,0.2858108089172867,4415.999424103577,,,,0.0,0.0,-7.119495,-34.845011,Nordeste,PB
2005,Paraíba,904035.0,1091125.0,3595886.0,17557226323.0,2.7000000000000006,0.2514081369654099,0.3034370388827677,4882.587023893416,0.771673182283128,4.565664463624364,6.986360066400432,0.8,4.6,-7.119495,-34.845011,Nordeste,PB
2006,Paraíba,961721.0,1146919.0,3623215.0,20838016360.0,3.0,0.2654330477214297,0.3165473205426672,5751.250301182789,0.7600074084662234,6.380947640301526,5.11343796540269,1.5,11.200000000000001,-7.119495,-34.845011,Nordeste,PB
2007,Paraíba,965894.0,1244318.0,3641397.0,22909811457.0,3.2999999999999994,0.265253692470225,0.3417144573909409,6291.489628019137,0.5018195166447414,0.4339096265964848,8.49223005286337,2.0,11.700000000000001,-7.119495,-34.845011,Nordeste,PB
2008,Paraíba,1041690.0,1271962.0,3742606.0,26889573077.0,3.4500000000000006,0.27833279805568634,0.3398599799177365,7184.719170813065,2.7794003235571463,7.847237895669701,2.2216185894602614,4.9,20.5,-7.119495,-34.845011,Nordeste,PB
2009,Paraíba,1104639.0,1243382.0,3769977.0,30230406110.0,3.6,0.29300947989868376,0.32981156118459076,8018.72428134177,0.7313353315844706,6.0429686375025105,-2.2469224709543156,5.7,27.800000000000004,-7.119495,-34.845011,Nordeste,PB
2010,Paraíba,1264291.0,1392310.0,3766528.0,33522491694.0,3.7999999999999994,0.3356648350948141,0.36965343148915925,8900.104205783151,-0.09148596927779362,14.452866502088014,11.977654493952784,5.6000000000000005,46.2,-7.119495,-34.845011,Nordeste,PB
2011,Paraíba,1355596.0,1328045.0,3791315.0,37109136669.0,4.0,0.35755298623300885,0.35028611444841695,9787.932859443228,0.6580861737918831,7.221834213800471,-4.615710581695165,6.2,56.8,-7.119495,-34.845011,Nordeste,PB
2012,Paraíba,1430885.0,1409207.0,3815171.0,42488349200.0,4.1,0.3750513410801246,0.3693692890829795,11136.682785647092,0.6292275898995392,5.553940849633676,6.1113892978024165,6.9,65.5,-7.119495,-34.845011,Nordeste,PB
2013,Paraíba,1603427.0,1459806.0,3914421.0,46377299274.0,4.2,0.40962047771560595,0.372930249454517,11847.805658614645,2.6014561339452458,12.05841140273327,3.5906009550051854,9.700000000000001,85.5,-7.119495,-34.845011,Nordeste,PB
2014,Paraíba,1719925.0,1474954.0,3943885.0,52936483065.0,4.35,0.43609917631979633,0.37398504266731913,13422.420548520051,0.7527039120217349,7.26556307209496,1.0376721290363156,10.5,98.9,-7.119495,-34.845011,Nordeste,PB
2015,Paraíba,1771924.0,1465170.0,3972202.0,56141890254.0,4.5,0.446081040188792,0.3688558638256564,14133.694674641421,0.7179976089566553,3.0233295056470544,-0.6633427211967247,11.3,105.0,-7.119495,-34.845011,Nordeste,PB
2016,Paraíba,1812134.0,1460431.0,3999415.0,59104781396.0,4.6,0.45309976584075423,0.3651611548188923,14778.356683664986,0.6850860051930807,2.2692846871536165,-0.32344369595337374,12.1,109.60000000000001,-7.119495,-34.845011,Nordeste,PB
2017,Paraíba,1843889.0,1446414.0,4025558.0,62396775525.0,4.7,0.4580455678442591,0.3593077034289408,15500.155636808611,0.6536705993251513,1.7523538546266426,-0.9597851593125539,12.8,113.3,-7.119495,-34.845011,Nordeste,PB
2018,Paraíba,1885809.0,1451305.0,3996496.0,64373595373.0,4.85,0.47186560426933993,0.3631443644632698,16107.50902115253,-0.7219371823732224,2.2734557232024333,0.33814661639059995,12.0,118.10000000000001,-7.119495,-34.845011,Nordeste,PB
2019,Paraíba,2020829.0,1441200.0,4018127.0,67986073550.0,5.0,0.5029281055576391,0.3586745764880005,16919.84189399688,0.5412491342416059,7.159791898331158,-0.696269908806213,12.6,133.7,-7.119495,-34.845011,Nordeste,PB
2020,Paraíba,2189032.0,1392519.0,4039277.0,70292034110.0,5.0,0.5419365891470181,0.3447446164251672,17402.13263660799,0.5263646470109018,8.323465270935838,-3.3778101582014997,13.200000000000001,153.2,-7.119495,-34.845011,Nordeste,PB
2004,Pará,1691381.0,9147099.0,6850181.0,37272725891.0,2.7000000000000006,0.24691041010449213,1.3353076363967609,5441.130079774534,,,,0.0,0.0,-1.455754,-48.490179,Norte,PA
2005,Pará,1778064.0,9390171.0,6970586.0,40522893486.0,2.7000000000000006,0.25508099319052946,1.347113571226293,5813.412744064846,1.7576907821851728,5.124983667192673,2.6573671062267934,1.7999999999999998,5.1,-1.455754,-48.490179,Norte,PA
2006,Pará,1812427.0,9886672.0,7110465.0,45983026806.0,2.85,0.2548957065395864,1.3904395844716204,6466.950727695024,2.00670359708639,1.9326076001763726,5.287454296625693,3.8,7.199999999999999,-1.455754,-48.490179,Norte,PA
2007,Pará,1885942.0,10360895.0,7090378.0,51846876319.0,3.0,0.26598610116414106,1.4612613036991822,7312.286639583955,-0.2824991051921355,4.056163365476229,4.796588781341193,3.5000000000000004,11.5,-1.455754,-48.490179,Norte,PA
2008,Pará,2049598.0,10587526.0,7321493.0,60956978232.0,3.2999999999999994,0.27994262918779,1.4460883866173198,8325.757906481642,3.2595582351180763,8.677679377202473,2.1873689483389303,6.9,21.2,-1.455754,-48.490179,Norte,PA
2009,Pará,2078438.0,10328045.0,7397238.0,61665095568.0,3.6,0.2809748719724849,1.3962028800479314,8336.232465144423,1.0345567495591457,1.407105198190095,-2.45081806646803,8.0,22.900000000000002,-1.455754,-48.490179,Norte,PA
2010,Pará,2320654.0,10925228.0,7581051.0,82684517799.0,3.7999999999999994,0.3061124374443596,1.4411231371481341,10906.7354643835,2.4848869267150686,11.653751519169674,5.782149477466447,10.7,37.2,-1.455754,-48.490179,Norte,PA
2011,Pará,2345949.0,11697322.0,7688593.0,98710735865.0,4.0,0.30512071584488865,1.521386552780203,12838.595548626387,1.4185632044950047,1.0899944584586985,7.067074481191615,12.2,38.7,-1.455754,-48.490179,Norte,PA
2012,Pará,2409108.0,11553793.0,7792561.0,107080880914.0,3.9,0.30915484652606506,1.4826695613932313,13741.423508138081,1.3522370087739155,2.6922580158392106,-1.227024442004765,13.8,42.4,-1.455754,-48.490179,Norte,PA
2013,Pará,2632020.0,11425188.0,7969654.0,121224846594.0,3.7999999999999994,0.330255240691754,1.433586451808322,15210.804207309377,2.2725904872608726,9.252885300285406,-1.113097664117746,16.3,55.60000000000001,-1.455754,-48.490179,Norte,PA
2014,Pará,3200255.0,12085275.0,8073924.0,124584945023.0,4.05,0.3963692251747725,1.4968279364532042,15430.532294210348,1.308337852559216,21.589311631370588,5.777471670488055,17.9,89.2,-1.455754,-48.490179,Norte,PA
2015,Pará,3432032.0,12349177.0,8175113.0,130899505115.0,4.3,0.4198146251923368,1.5105818109180875,16011.950552243132,1.2532815518204066,7.242454116937558,2.183665659242351,19.3,102.89999999999999,-1.455754,-48.490179,Norte,PA
2016,Pará,3746099.0,12671932.0,8272724.0,138107514257.0,4.4,0.45282533298584604,1.531772605975976,16694.321514533785,1.1940018443781675,9.151051039151149,2.6135749775066053,20.8,121.50000000000001,-1.455754,-48.490179,Norte,PA
2017,Pará,3809913.0,12765877.0,8366628.0,155232403793.0,4.5,0.4553701921490952,1.5258090834204652,18553.7595065778,1.135103745755317,1.7034787388160222,0.7413628797881877,22.1,125.29999999999998,-1.455754,-48.490179,Norte,PA
2018,Pará,3671512.0,10622283.0,8513497.0,161349602045.0,4.6,0.4312578015825929,1.2476991534735962,18952.21223957676,1.7554144871745114,-3.632655128870399,-16.791592148349853,24.3,117.10000000000001,-1.455754,-48.490179,Norte,PA
2019,Pará,3611818.0,10792276.0,8602865.0,178376983522.0,4.7,0.4198389722493611,1.2544978911095315,20734.602196128846,1.0497214012056277,-1.6258696689538277,1.6003433536839529,25.6,113.5,-1.455754,-48.490179,Norte,PA
2020,Pará,3928862.0,11944004.0,8690745.0,215935603795.0,4.75,0.452074246799325,1.3743360321813607,24846.616003000894,1.0215201563665177,8.777961680239699,10.671780447423696,26.900000000000002,132.29999999999998,-1.455754,-48.490179,Norte,PA
2004,Pernambuco,2598782.0,2226286.0,8323911.0,44982684107.0,2.7999999999999994,0.31220684603667676,0.2674567279731847,5404.032324108222,,,,0.0,0.0,-8.057838,-34.882896,Nordeste,PE
2005,Pernambuco,2795451.0,2311204.0,8413593.0,50240325202.0,2.7999999999999994,0.33225412733893833,0.27469881179182304,5971.32820686715,1.0774021971162284,7.567737501645011,3.81433472608641,1.0999999999999999,7.6,-8.057838,-34.882896,Nordeste,PE
2006,Pernambuco,2882486.0,2336169.0,8502603.0,55485293016.0,3.0499999999999994,0.33901218250458126,0.27475927077860746,6525.683136799401,1.0579308982500146,3.1134511032387957,1.0801729315110142,2.1,10.9,-8.057838,-34.882896,Nordeste,PE
2007,Pernambuco,3021529.0,2611771.0,8486638.0,62459325003.0,3.2999999999999994,0.35603368495274573,0.30775096098125077,7359.725370989077,-0.1877660288266969,4.82371813774638,11.79717734461847,2.0,16.3,-8.057838,-34.882896,Nordeste,PE
2008,Pernambuco,3206488.0,2672696.0,8734194.0,70413938532.0,3.5,0.36711893507288706,0.3060037365783265,8061.870223171137,2.917009067666143,6.121371001238107,2.332708342347023,4.9,23.400000000000002,-8.057838,-34.882896,Nordeste,PE
2009,Pernambuco,3507062.0,2573345.0,8810256.0,79760958068.0,3.7000000000000006,0.3980658450787355,0.2920851562088548,9053.194148728482,0.8708531090561911,9.373931853167704,-3.7172577801590556,5.800000000000001,35.0,-8.057838,-34.882896,Nordeste,PE
2010,Pernambuco,3791342.0,2872920.0,8796448.0,97189760476.0,3.7999999999999994,0.43100828880020664,0.3266000094583632,11048.75064071316,-0.15672643337492076,8.105930262995065,11.641462765389022,5.7,45.9,-8.057838,-34.882896,Nordeste,PE
2011,Pernambuco,3932766.0,2989830.0,8864906.0,110161558964.0,3.9,0.4436331304584617,0.33726584354081135,12426.703561662132,0.778245946545697,3.730183138318832,4.069378889770681,6.5,51.300000000000004,-8.057838,-34.882896,Nordeste,PE
2012,Pernambuco,4028383.0,3150897.0,8931028.0,127989043344.0,4.0,0.4510547945880362,0.35280339508508984,14330.829927305122,0.7458849535460388,2.431291360838661,5.387162480809948,7.3,55.00000000000001,-8.057838,-34.882896,Nordeste,PE
2013,Pernambuco,4563335.0,3413864.0,9208550.0,141150251796.0,4.1,0.4955541317579858,0.3707276389876799,15328.17346878716,3.1073914447474538,13.279571480666075,8.34578216933146,10.6,75.6,-8.057838,-34.882896,Nordeste,PE
2014,Pernambuco,4758844.0,3539023.0,9277727.0,155142647932.0,4.35,0.5129321007182039,0.3814536685548087,16722.053573251294,0.7512257630137187,4.284344673358409,3.666197598967025,11.5,83.1,-8.057838,-34.882896,Nordeste,PE
2015,Pernambuco,4840537.0,3801063.0,9345173.0,156963667544.0,4.6,0.517971898433555,0.40674078478803977,16796.229191690727,0.7269668529802598,1.7166563980664185,7.404303391077138,12.3,86.3,-8.057838,-34.882896,Nordeste,PE
2016,Pernambuco,4851629.0,3848395.0,9410336.0,167345031244.0,4.7,0.5155638438414951,0.40895404797448254,17783.109045628127,0.6972904621455278,0.22914812963934494,1.245230610489756,13.100000000000001,86.7,-8.057838,-34.882896,Nordeste,PE
2017,Pernambuco,4849515.0,3733079.0,9473266.0,181609500842.0,4.8,0.5119158482407229,0.3940646235416592,19170.738037124684,0.6687327636335283,-0.04357299373055623,-2.9964699569560826,13.8,86.6,-8.057838,-34.882896,Nordeste,PE
2018,Pernambuco,4932708.0,3656633.0,9496294.0,186351975251.0,4.95,0.5194350554016125,0.3850589503652688,19623.65268503692,0.2430840641443055,1.7154911367425418,-2.047800220675744,14.099999999999998,89.8,-8.057838,-34.882896,Nordeste,PE
2019,Pernambuco,5164197.0,3718813.0,9557071.0,197853378471.0,5.1,0.5403535246311344,0.3891163935059183,20702.30287825632,0.6400075650564219,4.692939456379741,1.7004714446322566,14.799999999999999,98.7,-8.057838,-34.882896,Nordeste,PE
2020,Pernambuco,5413294.0,3595995.0,9616621.0,193307317290.0,5.1,0.5629101947555175,0.3739353978907976,20101.376282792055,0.6230988552873518,4.823537909185105,-3.302612957414097,15.5,108.3,-8.057838,-34.882896,Nordeste,PE
2004,Piauí,625331.0,181344.0,2977259.0,9406460753.0,,0.21003580810403125,0.06090971595014072,3159.4364994782113,,,,0.0,0.0,-5.08921,-42.801301,Nordeste,PI
2005,Piauí,662655.0,206179.0,3006885.0,10711834495.0,2.6,0.22037922966791215,0.06856896755279966,3562.4357083825953,0.9950763437107657,5.968678987608156,13.694966472560433,1.0,6.0,-5.08921,-42.801301,Nordeste,PI
2006,Piauí,665085.0,212393.0,3036290.0,13360478492.0,2.9500000000000006,0.21904528223588657,0.06995148684743552,4400.26430018213,0.9779223349080546,0.3667066573103561,3.013885992268861,2.0,6.4,-5.08921,-42.801301,Nordeste,PI
2007,Piauí,710125.0,229139.0,3032435.0,13736084546.0,3.2999999999999994,0.2341764951268535,0.07556270785688729,4529.721014959925,-0.12696415691518803,6.77206672831292,7.88444063599083,1.9,13.600000000000001,-5.08921,-42.801301,Nordeste,PI
2008,Piauí,760168.0,235932.0,3119697.0,16203339851.0,3.5499999999999994,0.2436672535826396,0.07562657527317557,5193.882563274575,2.8776214494292462,7.047069177961629,2.964576087003956,4.8,21.6,-5.08921,-42.801301,Nordeste,PI
2009,Piauí,807695.0,231370.0,3145325.0,18946449329.0,3.7999999999999994,0.25679222337914204,0.0735599659812579,6023.685733270807,0.8214900357310428,6.252170572820748,-1.933607988742514,5.6000000000000005,29.2,-5.08921,-42.801301,Nordeste,PI
2010,Piauí,989528.0,251424.0,3118360.0,22269149135.0,3.9500000000000006,0.3173232083531087,0.08062699624161418,7141.301560756295,-0.8573040941715071,22.512582100916802,8.667502269092786,4.7,58.199999999999996,-5.08921,-42.801301,Nordeste,PI
2011,Piauí,1028673.0,245272.0,3140328.0,25941362396.0,4.1,0.3275686488799896,0.07810394328235777,8260.717477919505,0.7044728639413078,3.9559264619091206,-2.4468626702303653,5.5,64.5,-5.08921,-42.801301,Nordeste,PI
