,Timestamp,Estado,Consumo Residencial,Consumo Industrial,Populacao,PIB
2477,set. 2008,Pernambuco,246.888,227.211,8734194,70413938532
2478,out. 2008,Pernambuco,266.632,234.199,8734194,70413938532
2479,nov. 2008,Pernambuco,272.618,231.892,8734194,70413938532
2480,dez. 2008,Pernambuco,287.624,230.077,8734194,70413938532
2481,jan. 2009,Pernambuco,274.378,193.156,8810256,79760958068
2482,fev. 2009,Pernambuco,277.225,180.863,8810256,79760958068
2483,mar. 2009,Pernambuco,292.094,199.967,8810256,79760958068
2484,abr. 2009,Pernambuco,305.589,201.321,8810256,79760958068
2485,mai. 2009,Pernambuco,301.842,209.497,8810256,79760958068
2486,jun. 2009,Pernambuco,282.639,206.763,8810256,79760958068
2487,jul. 2009,Pernambuco,277.201,215.314,8810256,79760958068
2488,ago. 2009,Pernambuco,282.435,228.400,8810256,79760958068
2489,set. 2009,Pernambuco,280.669,228.671,8810256,79760958068
2490,out. 2009,Pernambuco,294.389,234.724,8810256,79760958068
2491,nov. 2009,Pernambuco,313.262,233.962,8810256,79760958068
2492,dez. 2009,Pernambuco,325.339,240.707,8810256,79760958068
2493,jan. 2010,Pernambuco,313.971,217.013,8796448,97189760476
2494,fev. 2010,Pernambuco,306.378,223.180,8796448,97189760476
2495,mar. 2010,Pernambuco,345.399,245.876,8796448,97189760476
2496,abr. 2010,Pernambuco,332.370,232.841,8796448,97189760476
2497,mai. 2010,Pernambuco,328.697,237.931,8796448,97189760476
2498,jun. 2010,Pernambuco,308.291,231.990,8796448,97189760476
2499,jul. 2010,Pernambuco,295.570,243.962,8796448,97189760476
2500,ago. 2010,Pernambuco,280.503,245.355,8796448,97189760476
2501,set. 2010,Pernambuco,284.702,241.350,8796448,97189760476
2502,out. 2010,Pernambuco,318.806,243.548,8796448,97189760476
2503,nov. 2010,Pernambuco,327.743,249.762,8796448,97189760476
2504,dez. 2010,Pernambuco,348.912,260.112,8796448,97189760476
2505,jan. 2011,Pernambuco,348.611,239.407,8864906,110161558964
2506,fev. 2011,Pernambuco,318.764,230.335,8864906,110161558964
2507,mar. 2011,Pernambuco,347.062,255.455,8864906,110161558964
2508,abr. 2011,Pernambuco,344.022,247.185,8864906,110161558964
2509,mai. 2011,Pernambuco,324.701,243.216,8864906,110161558964
2510,jun. 2011,Pernambuco,306.183,245.337,8864906,110161558964
2511,jul. 2011,Pernambuco,306.071,246.102,8864906,110161558964
2512,ago. 2011,Pernambuco,308.389,265.381,8864906,110161558964
2513,set. 2011,Pernambuco,315.579,249.220,8864906,110161558964
2514,out. 2011,Pernambuco,327.210,257.436,8864906,110161558964
2515,nov. 2011,Pernambuco,332.441,253.579,8864906,110161558964
2516,dez. 2011,Pernambuco,353.733,257.177,8864906,110161558964
2517,jan. 2012,Pernambuco,360.158,247.799,8931028,127989043344
2518,fev. 2012,Pernambuco,326.264,250.505,8931028,127989043344
2519,mar. 2012,Pernambuco,354.871,271.778,8931028,127989043344
2520,abr. 2012,Pernambuco,330.537,255.054,8931028,127989043344
2521,mai. 2012,Pernambuco,336.583,268.055,8931028,127989043344
2522,jun. 2012,Pernambuco,334.583,253.279,8931028,127989043344
2523,jul. 2012,Pernambuco,311.792,259.676,8931028,127989043344
2524,ago. 2012,Pernambuco,313.771,269.549,8931028,127989043344
2525,set. 2012,Pernambuco,314.895,268.124,8931028,127989043344
2526,out. 2012,Pernambuco,328.101,273.805,8931028,127989043344
2527,nov. 2012,Pernambuco,348.326,271.851,8931028,127989043344
2528,dez. 2012,Pernambuco,368.502,261.422,8931028,127989043344
2529,jan. 2013,Pernambuco,378.733,277.946,9208550,141150251796
2530,fev. 2013,Pernambuco,369.278,263.797,9208550,141150251796
2531,mar. 2013,Pernambuco,390.208,275.135,9208550,141150251796
2532,abr. 2013,Pernambuco,411.754,279.584,9208550,141150251796
2533,mai. 2013,Pernambuco,391.136,281.676,9208550,141150251796
2534,jun. 2013,Pernambuco,360.136,270.711,9208550,141150251796
2535,jul. 2013,Pernambuco,357.512,287.393,9208550,141150251796
2536,ago. 2013,Pernambuco,353.409,295.181,9208550,141150251796
2537,set. 2013,Pernambuco,361.845,292.702,9208550,141150251796
2538,out. 2013,Pernambuco,384.431,303.238,9208550,141150251796
2539,nov. 2013,Pernambuco,398.217,295.293,9208550,141150251796
2540,dez. 2013,Pernambuco,406.676,291.208,9208550,141150251796
2541,jan. 2014,Pernambuco,420.180,292.424,9277727,155142647932
2542,fev. 2014,Pernambuco,382.080,284.726,9277727,155142647932
2543,mar. 2014,Pernambuco,418.409,294.425,9277727,155142647932
2544,abr. 2014,Pernambuco,410.291,285.634,9277727,155142647932
2545,mai. 2014,Pernambuco,411.133,294.921,9277727,155142647932
2546,jun. 2014,Pernambuco,391.280,280.601,9277727,155142647932
2547,jul. 2014,Pernambuco,371.937,291.016,9277727,155142647932
2548,ago. 2014,Pernambuco,365.466,305.565,9277727,155142647932
2549,set. 2014,Pernambuco,364.621,304.012,9277727,155142647932
2550,out. 2014,Pernambuco,389.038,315.923,9277727,155142647932
2551,nov. 2014,Pernambuco,407.948,298.259,9277727,155142647932
2552,dez. 2014,Pernambuco,426.461,291.517,9277727,155142647932
2553,jan. 2015,Pernambuco,434.029,311.223,9345173,156963667544
2554,fev. 2015,Pernambuco,426.466,310.465,9345173,156963667544
2555,mar. 2015,Pernambuco,420.184,326.978,9345173,156963667544
2556,abr. 2015,Pernambuco,426.003,311.400,9345173,156963667544
2557,mai. 2015,Pernambuco,436.031,332.816,9345173,156963667544
2558,jun. 2015,Pernambuco,397.312,322.174,9345173,156963667544
2559,jul. 2015,Pernambuco,369.555,315.251,9345173,156963667544
2560,ago. 2015,Pernambuco,349.273,320.175,9345173,156963667544
2561,set. 2015,Pernambuco,368.883,315.227,9345173,156963667544
2562,out. 2015,Pernambuco,389.376,320.506,9345173,156963667544
2563,nov. 2015,Pernambuco,390.160,314.506,9345173,156963667544
2564,dez. 2015,Pernambuco,433.265,300.342,9345173,156963667544
2565,jan. 2016,Pernambuco,412.486,301.937,9410336,167345031244
2566,fev. 2016,Pernambuco,392.651,312.526,9410336,167345031244
2567,mar. 2016,Pernambuco,423.641,332.359,9410336,167345031244
2568,abr. 2016,Pernambuco,437.956,317.886,9410336,167345031244
2569,mai. 2016,Pernambuco,418.020,327.945,9410336,167345031244
2570,jun. 2016,Pernambuco,399.129,316.678,9410336,167345031244
2571,jul. 2016,Pernambuco,370.861,324.702,9410336,167345031244
2572,ago. 2016,Pernambuco,366.108,329.671,9410336,167345031244
2573,set. 2016,Pernambuco,374.580,311.476,9410336,167345031244
2574,out. 2016,Pernambuco,398.434,326.718,9410336,167345031244
2575,nov. 2016,Pernambuco,415.287,325.101,9410336,167345031244
2576,dez. 2016,Pernambuco,442.476,321.396,9410336,167345031244
2577,jan. 2017,Pernambuco,417.104,315.984,9473266,181609500842
2578,fev. 2017,Pernambuco,420.184,297.464,9473266,181609500842
2579,mar. 2017,Pernambuco,452.861,321.694,9473266,181609500842
2580,abr. 2017,Pernambuco,421.570,299.134,9473266,181609500842
2581,mai. 2017,Pernambuco,420.552,303.252,9473266,181609500842
2582,jun. 2017,Pernambuco,398.294,301.686,9473266,181609500842
2583,jul. 2017,Pernambuco,358.191,322.289,9473266,181609500842
2584,ago. 2017,Pernambuco,353.214,326.863,9473266,181609500842
2585,set. 2017,Pernambuco,366.461,317.333,9473266,181609500842
2586,out. 2017,Pernambuco,391.652,317.920,9473266,181609500842
2587,nov. 2017,Pernambuco,413.285,308.791,9473266,181609500842
2588,dez. 2017,Pernambuco,436.147,300.669,9473266,181609500842
2589,jan. 2018,Pernambuco,417.317,294.201,9496294,186351975251
2590,fev. 2018,Pernambuco,417.595,289.426,9496294,186351975251
2591,mar. 2018,Pernambuco,427.645,306.509,9496294,186351975251
2592,abr. 2018,Pernambuco,428.182,297.638,9496294,186351975251
2593,mai. 2018,Pernambuco,406.187,300.926,9496294,186351975251
2594,jun. 2018,Pernambuco,399.754,296.782,9496294,186351975251
2595,jul. 2018,Pernambuco,366.552,302.449,9496294,186351975251
2596,ago. 2018,Pernambuco,376.484,307.083,9496294,186351975251
2597,set. 2018,Pernambuco,372.260,302.314,9496294,186351975251
2598,out. 2018,Pernambuco,421.989,324.157,9496294,186351975251
2599,nov. 2018,Pernambuco,446.739,316.924,9496294,186351975251
2600,dez. 2018,Pernambuco,452.004,318.224,9496294,186351975251
2601,jan. 2019,Pernambuco,428.716,305.494,9557071,197853378471
2602,fev. 2019,Pernambuco,430.487,301.318,9557071,197853378471
2603,mar. 2019,Pernambuco,478.164,307.236,9557071,197853378471
2604,abr. 2019,Pernambuco,437.266,309.248,9557071,197853378471
2605,mai. 2019,Pernambuco,458.690,315.809,9557071,197853378471
2606,jun. 2019,Pernambuco,413.552,297.572,9557071,197853378471
2607,jul. 2019,Pernambuco,401.551,314.033,9557071,197853378471
2608,ago. 2019,Pernambuco,376.022,308.412,9557071,197853378471
2609,set. 2019,Pernambuco,374.084,300.714,9557071,197853378471
2610,out. 2019,Pernambuco,437.086,333.973,9557071,197853378471
2611,nov. 2019,Pernambuco,447.022,312.633,9557071,197853378471
2612,dez. 2019,Pernambuco,481.557,312.371,9557071,197853378471
2613,jan. 2020,Pernambuco,445.393,302.205,9616621,193307317290
2614,fev. 2020,Pernambuco,448.854,295.107,9616621,193307317290
2615,mar. 2020,Pernambuco,490.540,307.984,9616621,193307317290
2616,abr. 2020,Pernambuco,505.141,233.054,9616621,193307317290
2617,mai. 2020,Pernambuco,475.646,264.646,9616621,193307317290
2618,jun. 2020,Pernambuco,415.947,277.878,9616621,193307317290
2619,jul. 2020,Pernambuco,422.883,306.884,9616621,193307317290
2620,ago. 2020,Pernambuco,404.303,322.517,9616621,193307317290
2621,set. 2020,Pernambuco,413.000,319.434,9616621,193307317290
2622,out. 2020,Pernambuco,444.807,340.735,9616621,193307317290
2623,nov. 2020,Pernambuco,466.171,318.421,9616621,193307317290
2624,dez. 2020,Pernambuco,480.609,307.130,9616621,193307317290
2625,jan. 2004,Alagoas,59.273,146.469,2980910,14044907468
2626,fev. 2004,Alagoas,54.516,137.025,2980910,14044907468
2627,mar. 2004,Alagoas,55.042,132.539,2980910,14044907468
2628,abr. 2004,Alagoas,56.082,154.050,2980910,14044907468
2629,mai. 2004,Alagoas,55.113,155.702,2980910,14044907468
2630,jun. 2004,Alagoas,54.880,154.513,2980910,14044907468
2631,jul. 2004,Alagoas,50.870,163.783,2980910,14044907468
2632,ago. 2004,Alagoas,47.564,166.650,2980910,14044907468
2633,set. 2004,Alagoas,51.308,156.881,2980910,14044907468
2634,out. 2004,Alagoas,51.757,162.929,2980910,14044907468
2635,nov. 2004,Alagoas,52.364,155.482,2980910,14044907468
2636,dez. 2004,Alagoas,56.152,155.943,2980910,14044907468
2637,jan. 2005,Alagoas,60.312,158.365,3015912,15484521444
2638,fev. 2005,Alagoas,59.491,151.335,3015912,15484521444
2639,mar. 2005,Alagoas,57.972,160.962,3015912,15484521444
2640,abr. 2005,Alagoas,60.191,161.021,3015912,15484521444
2641,mai. 2005,Alagoas,60.101,163.292,3015912,15484521444
2642,jun. 2005,Alagoas,56.370,156.604,3015912,15484521444
2643,jul. 2005,Alagoas,51.407,156.679,3015912,15484521444
2644,ago. 2005,Alagoas,59.079,163.227,3015912,15484521444
2645,set. 2005,Alagoas,51.573,169.348,3015912,15484521444
2646,out. 2005,Alagoas,53.771,130.781,3015912,15484521444
2647,nov. 2005,Alagoas,59.350,162.383,3015912,15484521444
2648,dez. 2005,Alagoas,57.170,158.731,3015912,15484521444
2649,jan. 2006,Alagoas,59.873,160.020,3050652,17395670950
2650,fev. 2006,Alagoas,60.553,153.552,3050652,17395670950
2651,mar. 2006,Alagoas,60.100,166.401,3050652,17395670950
2652,abr. 2006,Alagoas,61.851,166.678,3050652,17395670950
2653,mai. 2006,Alagoas,60.546,117.826,3050652,17395670950
2654,jun. 2006,Alagoas,53.963,143.528,3050652,17395670950
2655,jul. 2006,Alagoas,53.795,145.058,3050652,17395670950
2656,ago. 2006,Alagoas,53.144,167.068,3050652,17395670950
2657,set. 2006,Alagoas,55.085,158.232,3050652,17395670950
2658,out. 2006,Alagoas,56.583,169.932,3050652,17395670950
2659,nov. 2006,Alagoas,61.123,157.714,3050652,17395670950
2660,dez. 2006,Alagoas,58.553,159.872,3050652,17395670950
2661,jan. 2007,Alagoas,62.678,163.303,3037231,19871265910
2662,fev. 2007,Alagoas,62.433,152.718,3037231,19871265910
2663,mar. 2007,Alagoas,62.975,160.689,3037231,19871265910
2664,abr. 2007,Alagoas,61.482,164.393,3037231,19871265910
2665,mai. 2007,Alagoas,61.704,137.268,3037231,19871265910
2666,jun. 2007,Alagoas,61.642,169.606,3037231,19871265910
2667,jul. 2007,Alagoas,60.142,165.864,3037231,19871265910
2668,ago. 2007,Alagoas,58.435,171.180,3037231,19871265910
2669,set. 2007,Alagoas,61.860,145.796,3037231,19871265910
2670,out. 2007,Alagoas,60.095,165.823,3037231,19871265910
2671,nov. 2007,Alagoas,66.427,167.362,3037231,19871265910
2672,dez. 2007,Alagoas,61.523,163.323,3037231,19871265910
2673,jan. 2008,Alagoas,73.746,169.777,3127557,22262294595
2674,fev. 2008,Alagoas,69.063,156.230,3127557,22262294595
2675,mar. 2008,Alagoas,70.638,168.642,3127557,22262294595
2676,abr. 2008,Alagoas,69.072,167.856,3127557,22262294595
2677,mai. 2008,Alagoas,70.209,165.471,3127557,22262294595
2678,jun. 2008,Alagoas,65.255,157.600,3127557,22262294595
2679,jul. 2008,Alagoas,61.497,172.669,3127557,22262294595
2680,ago. 2008,Alagoas,60.886,174.282,3127557,22262294595
2681,set. 2008,Alagoas,65.881,169.449,3127557,22262294595
2682,out. 2008,Alagoas,63.722,152.699,3127557,22262294595
2683,nov. 2008,Alagoas,68.655,165.179,3127557,22262294595
2684,dez. 2008,Alagoas,70.601,165.438,3127557,22262294595
2685,jan. 2009,Alagoas,74.385,143.175,3156108,24182387524
2686,fev. 2009,Alagoas,74.139,149.270,3156108,24182387524
2687,mar. 2009,Alagoas,65.612,159.609,3156108,24182387524
2688,abr. 2009,Alagoas,79.247,146.994,3156108,24182387524
2689,mai. 2009,Alagoas,71.927,147.458,3156108,24182387524
2690,jun. 2009,Alagoas,68.124,143.301,3156108,24182387524
2691,jul. 2009,Alagoas,65.940,144.166,3156108,24182387524
2692,ago. 2009,Alagoas,69.837,147.529,3156108,24182387524
2693,set. 2009,Alagoas,66.109,169.295,3156108,24182387524
2694,out. 2009,Alagoas,68.259,146.449,3156108,24182387524
2695,nov. 2009,Alagoas,75.952,140.359,3156108,24182387524
2696,dez. 2009,Alagoas,74.746,140.244,3156108,24182387524
2697,jan. 2010,Alagoas,80.128,150.370,3120494,27133037860
2698,fev. 2010,Alagoas,74.169,162.807,3120494,27133037860
2699,mar. 2010,Alagoas,77.296,162.384,3120494,27133037860
2700,abr. 2010,Alagoas,83.093,168.886,3120494,27133037860
2701,mai. 2010,Alagoas,80.159,167.713,3120494,27133037860
2702,jun. 2010,Alagoas,78.061,170.938,3120494,27133037860
2703,jul. 2010,Alagoas,70.720,168.591,3120494,27133037860
2704,ago. 2010,Alagoas,72.058,169.249,3120494,27133037860
2705,set. 2010,Alagoas,72.803,162.551,3120494,27133037860
2706,out. 2010,Alagoas,74.031,169.164,3120494,27133037860
2707,nov. 2010,Alagoas,81.922,150.766,3120494,27133037860
2708,dez. 2010,Alagoas,81.527,92.429,3120494,27133037860
2709,jan. 2011,Alagoas,92.432,119.670,3143384,31657320736
2710,fev. 2011,Alagoas,85.120,72.066,3143384,31657320736
2711,mar. 2011,Alagoas,89.828,119.263,3143384,31657320736
2712,abr. 2011,Alagoas,92.990,153.470,3143384,31657320736
2713,mai. 2011,Alagoas,80.275,98.283,3143384,31657320736
2714,jun. 2011,Alagoas,83.024,112.228,3143384,31657320736
2715,jul. 2011,Alagoas,80.439,164.249,3143384,31657320736
2716,ago. 2011,Alagoas,78.396,161.730,3143384,31657320736
2717,set. 2011,Alagoas,82.497,169.428,3143384,31657320736
2718,out. 2011,Alagoas,80.572,161.190,3143384,31657320736
2719,nov. 2011,Alagoas,86.366,150.454,3143384,31657320736
2720,dez. 2011,Alagoas,87.857,145.252,3143384,31657320736
2721,jan. 2012,Alagoas,91.379,157.521,3165472,34650397469
2722,fev. 2012,Alagoas,92.026,158.029,3165472,34650397469
2723,mar. 2012,Alagoas,98.090,175.124,3165472,34650397469
2724,abr. 2012,Alagoas,96.194,174.196,3165472,34650397469
2725,mai. 2012,Alagoas,91.979,145.448,3165472,34650397469
2726,jun. 2012,Alagoas,91.092,152.114,3165472,34650397469
2727,jul. 2012,Alagoas,88.412,175.787,3165472,34650397469
2728,ago. 2012,Alagoas,86.683,178.813,3165472,34650397469
2729,set. 2012,Alagoas,81.686,163.137,3165472,34650397469
2730,out. 2012,Alagoas,92.821,124.966,3165472,34650397469
2731,nov. 2012,Alagoas,90.318,171.838,3165472,34650397469
2732,dez. 2012,Alagoas,95.540,168.054,3165472,34650397469
2733,jan. 2013,Alagoas,99.937,179.439,3300935,37282529122
2734,fev. 2013,Alagoas,99.921,168.787,3300935,37282529122
2735,mar. 2013,Alagoas,102.677,178.384,3300935,37282529122
2736,abr. 2013,Alagoas,106.847,179.994,3300935,37282529122
2737,mai. 2013,Alagoas,102.421,176.617,3300935,37282529122
2738,jun. 2013,Alagoas,102.766,180.004,3300935,37282529122
2739,jul. 2013,Alagoas,101.221,174.931,3300935,37282529122
2740,ago. 2013,Alagoas,96.664,175.822,3300935,37282529122
2741,set. 2013,Alagoas,97.374,160.200,3300935,37282529122
2742,out. 2013,Alagoas,102.732,172.392,3300935,37282529122
2743,nov. 2013,Alagoas,102.579,146.728,3300935,37282529122
2744,dez. 2013,Alagoas,111.924,179.651,3300935,37282529122
2745,jan. 2014,Alagoas,115.771,184.986,3321730,40974994014
2746,fev. 2014,Alagoas,112.212,150.821,3321730,40974994014
2747,mar. 2014,Alagoas,109.472,179.703,3321730,40974994014
2748,abr. 2014,Alagoas,112.103,175.814,3321730,40974994014
2749,mai. 2014,Alagoas,113.425,177.316,3321730,40974994014
2750,jun. 2014,Alagoas,101.972,176.955,3321730,40974994014
2751,jul. 2014,Alagoas,103.176,189.306,3321730,40974994014
2752,ago. 2014,Alagoas,103.416,181.623,3321730,40974994014
2753,set. 2014,Alagoas,103.118,180.451,3321730,40974994014
2754,out. 2014,Alagoas,105.594,164.599,3321730,40974994014
2755,nov. 2014,Alagoas,107.865,177.926,3321730,40974994014
2756,dez. 2014,Alagoas,118.521,188.147,3321730,40974994014
2757,jan. 2015,Alagoas,116.536,176.834,3340932,46367210608
2758,fev. 2015,Alagoas,108.885,144.966,3340932,46367210608
2759,mar. 2015,Alagoas,125.191,167.006,3340932,46367210608
2760,abr. 2015,Alagoas,129.257,159.731,3340932,46367210608
2761,mai. 2015,Alagoas,112.634,161.551,3340932,46367210608
2762,jun. 2015,Alagoas,111.654,173.280,3340932,46367210608
2763,jul. 2015,Alagoas,102.034,179.356,3340932,46367210608
2764,ago. 2015,Alagoas,92.636,182.039,3340932,46367210608
2765,set. 2015,Alagoas,99.493,176.911,3340932,46367210608
2766,out. 2015,Alagoas,105.429,186.032,3340932,46367210608
2767,nov. 2015,Alagoas,103.056,174.463,3340932,46367210608
2768,dez. 2015,Alagoas,118.884,173.574,3340932,46367210608
2769,jan. 2016,Alagoas,112.745,168.763,3358963,49468740909
2770,fev. 2016,Alagoas,110.857,150.082,3358963,49468740909
2771,mar. 2016,Alagoas,120.186,169.179,3358963,49468740909
2772,abr. 2016,Alagoas,109.858,146.411,3358963,49468740909
2773,mai. 2016,Alagoas,109.017,180.293,3358963,49468740909
2774,jun. 2016,Alagoas,102.806,161.159,3358963,49468740909
2775,jul. 2016,Alagoas,101.747,182.295,3358963,49468740909
2776,ago. 2016,Alagoas,105.857,182.875,3358963,49468740909
2777,set. 2016,Alagoas,101.781,177.748,3358963,49468740909
2778,out. 2016,Alagoas,104.158,175.589,3358963,49468740909
2779,nov. 2016,Alagoas,110.702,172.851,3358963,49468740909
2780,dez. 2016,Alagoas,117.109,174.198,3358963,49468740909
2781,jan. 2017,Alagoas,110.274,176.740,3375823,52851066935
2782,fev. 2017,Alagoas,112.009,139.875,3375823,52851066935
2783,mar. 2017,Alagoas,131.286,175.772,3375823,52851066935
2784,abr. 2017,Alagoas,120.724,142.685,3375823,52851066935
2785,mai. 2017,Alagoas,129.529,135.334,3375823,52851066935
2786,jun. 2017,Alagoas,111.926,163.041,3375823,52851066935
2787,jul. 2017,Alagoas,108.990,174.791,3375823,52851066935
2788,ago. 2017,Alagoas,110.181,174.973,3375823,52851066935
2789,set. 2017,Alagoas,102.264,168.636,3375823,52851066935
2790,out. 2017,Alagoas,115.655,169.889,3375823,52851066935
2791,nov. 2017,Alagoas,118.458,170.451,3375823,52851066935
2792,dez. 2017,Alagoas,122.670,178.767,3375823,52851066935
2793,jan. 2018,Alagoas,130.166,84.389,3322820,54413046658
2794,fev. 2018,Alagoas,117.847,46.351,3322820,54413046658
2795,mar. 2018,Alagoas,124.769,62.441,3322820,54413046658
2796,abr. 2018,Alagoas,125.360,153.172,3322820,54413046658
2797,mai. 2018,Alagoas,119.849,166.746,3322820,54413046658
2798,jun. 2018,Alagoas,114.985,163.379,3322820,54413046658
2799,jul. 2018,Alagoas,117.148,178.920,3322820,54413046658
2800,ago. 2018,Alagoas,113.189,158.202,3322820,54413046658
2801,set. 2018,Alagoas,110.174,151.813,3322820,54413046658
2802,out. 2018,Alagoas,118.592,179.342,3322820,54413046658
2803,nov. 2018,Alagoas,124.640,162.056,3322820,54413046658
2804,dez. 2018,Alagoas,118.765,160.576,3322820,54413046658
2805,jan. 2019,Alagoas,128.714,164.010,3337357,58963728728
2806,fev. 2019,Alagoas,124.784,115.826,3337357,58963728728
2807,mar. 2019,Alagoas,125.022,119.256,3337357,58963728728
2808,abr. 2019,Alagoas,122.849,112.980,3337357,58963728728
2809,mai. 2019,Alagoas,122.360,88.172,3337357,58963728728
2810,jun. 2019,Alagoas,106.654,53.221,3337357,58963728728
2811,jul. 2019,Alagoas,107.166,58.954,3337357,58963728728
2812,ago. 2019,Alagoas,108.317,62.686,3337357,58963728728
2813,set. 2019,Alagoas,115.064,58.779,3337357,58963728728
2814,out. 2019,Alagoas,120.912,63.634,3337357,58963728728
2815,nov. 2019,Alagoas,126.294,61.229,3337357,58963728728
2816,dez. 2019,Alagoas,131.507,60.820,3337357,58963728728
2817,jan. 2020,Alagoas,135.858,64.481,3351543,63202348928
2818,fev. 2020,Alagoas,132.042,60.348,3351543,63202348928
2819,mar. 2020,Alagoas,135.139,58.930,3351543,63202348928
2820,abr. 2020,Alagoas,139.027,47.616,3351543,63202348928
2821,mai. 2020,Alagoas,129.696,56.530,3351543,63202348928
2822,jun. 2020,Alagoas,129.217,59.614,3351543,63202348928
2823,jul. 2020,Alagoas,121.340,65.082,3351543,63202348928
2824,ago. 2020,Alagoas,108.891,65.769,3351543,63202348928
2825,set. 2020,Alagoas,119.175,63.852,3351543,63202348928
2826,out. 2020,Alagoas,125.286,59.222,3351543,63202348928
2827,nov. 2020,Alagoas,139.142,61.471,3351543,63202348928
2828,dez. 2020,Alagoas,141.795,65.354,3351543,63202348928
2829,jan. 2004,Sergipe,47.599,81.794,1934596,13336257992
2830,fev. 2004,Sergipe,43.054,84.404,1934596,13336257992
2831,mar. 2004,Sergipe,45.581,90.286,1934596,13336257992
2832,abr. 2004,Sergipe,47.777,94.328,1934596,13336257992
2833,mai. 2004,Sergipe,44.330,84.036,1934596,13336257992
2834,jun. 2004,Sergipe,42.832,93.030,1934596,13336257992
2835,jul. 2004,Sergipe,42.245,101.416,1934596,13336257992
2836,ago. 2004,Sergipe,40.126,99.886,1934596,13336257992
2837,set. 2004,Sergipe,41.060,98.768,1934596,13336257992
2838,out. 2004,Sergipe,43.729,98.818,1934596,13336257992
2839,nov. 2004,Sergipe,45.402,96.744,1934596,13336257992
2840,dez. 2004,Sergipe,47.529,102.190,1934596,13336257992
2841,jan. 2005,Sergipe,46.413,98.854,1967791,14430118490
2842,fev. 2005,Sergipe,47.832,89.057,1967791,14430118490
2843,mar. 2005,Sergipe,47.971,103.429,1967791,14430118490
2844,abr. 2005,Sergipe,48.195,103.564,1967791,14430118490
2845,mai. 2005,Sergipe,46.867,100.705,1967791,14430118490
2846,jun. 2005,Sergipe,46.054,104.585,1967791,14430118490
2847,jul. 2005,Sergipe,42.743,101.609,1967791,14430118490
2848,ago. 2005,Sergipe,41.899,101.835,1967791,14430118490
2849,set. 2005,Sergipe,44.343,105.091,1967791,14430118490
2850,out. 2005,Sergipe,47.718,109.374,1967791,14430118490
2851,nov. 2005,Sergipe,47.346,109.040,1967791,14430118490
2852,dez. 2005,Sergipe,47.323,106.252,1967791,14430118490
2853,jan. 2006,Sergipe,47.842,101.952,2000738,16419797845
2854,fev. 2006,Sergipe,48.086,99.343,2000738,16419797845
2855,mar. 2006,Sergipe,49.886,106.852,2000738,16419797845
2856,abr. 2006,Sergipe,52.582,100.479,2000738,16419797845
2857,mai. 2006,Sergipe,48.570,107.381,2000738,16419797845
2858,jun. 2006,Sergipe,47.760,106.058,2000738,16419797845
2859,jul. 2006,Sergipe,45.246,105.195,2000738,16419797845
2860,ago. 2006,Sergipe,46.046,113.251,2000738,16419797845
2861,set. 2006,Sergipe,46.440,110.615,2000738,16419797845
2862,out. 2006,Sergipe,47.090,108.232,2000738,16419797845
2863,nov. 2006,Sergipe,50.700,108.411,2000738,16419797845
2864,dez. 2006,Sergipe,54.058,107.589,2000738,16419797845
2865,jan. 2007,Sergipe,50.094,115.381,1939426,18218449648
2866,fev. 2007,Sergipe,50.578,105.332,1939426,18218449648
2867,mar. 2007,Sergipe,49.248,113.556,1939426,18218449648
2868,abr. 2007,Sergipe,52.898,114.597,1939426,18218449648
2869,mai. 2007,Sergipe,48.267,98.541,1939426,18218449648
2870,jun. 2007,Sergipe,49.199,102.090,1939426,18218449648
2871,jul. 2007,Sergipe,46.334,115.661,1939426,18218449648
2872,ago. 2007,Sergipe,46.116,120.464,1939426,18218449648
2873,set. 2007,Sergipe,46.290,116.631,1939426,18218449648
2874,out. 2007,Sergipe,47.530,124.430,1939426,18218449648
2875,nov. 2007,Sergipe,52.707,120.853,1939426,18218449648
2876,dez. 2007,Sergipe,50.960,121.410,1939426,18218449648
2877,jan. 2008,Sergipe,53.414,119.648,1999374,21418377992
2878,fev. 2008,Sergipe,55.299,109.263,1999374,21418377992
2879,mar. 2008,Sergipe,54.538,118.801,1999374,21418377992
2880,abr. 2008,Sergipe,56.749,117.773,1999374,21418377992
2881,mai. 2008,Sergipe,56.177,112.448,1999374,21418377992
2882,jun. 2008,Sergipe,52.639,108.317,1999374,21418377992
2883,jul. 2008,Sergipe,51.088,118.043,1999374,21418377992
2884,ago. 2008,Sergipe,49.721,117.673,1999374,21418377992
2885,set. 2008,Sergipe,50.684,114.507,1999374,21418377992
2886,out. 2008,Sergipe,55.573,118.657,1999374,21418377992
2887,nov. 2008,Sergipe,57.688,114.393,1999374,21418377992
2888,dez. 2008,Sergipe,57.541,111.520,1999374,21418377992
2889,jan. 2009,Sergipe,63.099,110.598,2019679,21707243228
2890,fev. 2009,Sergipe,62.260,107.126,2019679,21707243228
2891,mar. 2009,Sergipe,58.656,116.623,2019679,21707243228
2892,abr. 2009,Sergipe,67.405,113.764,2019679,21707243228
2893,mai. 2009,Sergipe,58.967,106.377,2019679,21707243228
2894,jun. 2009,Sergipe,58.499,109.862,2019679,21707243228
2895,jul. 2009,Sergipe,58.673,102.958,2019679,21707243228
2896,ago. 2009,Sergipe,57.871,116.638,2019679,21707243228
