,Timestamp,Estado,Consumo Residencial,Consumo Industrial,Populacao
0,fev. 2004,Rondônia,41.823,15.490,1562085
1,mar. 2004,Rondônia,40.309,18.641,1562085
2,abr. 2004,Rondônia,41.622,16.961,1562085
3,mai. 2004,Rondônia,42.820,17.462,1562085
4,jun. 2004,Rondônia,39.616,18.505,1562085
5,jul. 2004,Rondônia,40.586,18.387,1562085
6,ago. 2004,Rondônia,39.354,19.468,1562085
7,set. 2004,Rondônia,42.564,20.556,1562085
8,out. 2004,Rondônia,45.081,19.642,1562085
9,nov. 2004,Rondônia,44.687,19.651,1562085
10,dez. 2004,Rondônia,42.843,19.153,1562085
11,jan. 2005,Rondônia,42.228,19.337,1534594
12,fev. 2005,Rondônia,42.059,16.713,1534594
13,mar. 2005,Rondônia,44.612,19.513,1534594
14,abr. 2005,Rondônia,42.779,18.390,1534594
15,mai. 2005,Rondônia,42.074,20.018,1534594
16,jun. 2005,Rondônia,43.170,20.124,1534594
17,jul. 2005,Rondônia,44.037,21.187,1534594
18,ago. 2005,Rondônia,41.782,20.213,1534594
19,set. 2005,Rondônia,44.447,20.653,1534594
20,out. 2005,Rondônia,45.669,20.406,1534594
21,nov. 2005,Rondônia,48.912,20.449,1534594
22,dez. 2005,Rondônia,46.609,21.168,1534594
23,jan. 2006,Rondônia,44.843,19.685,1562417
24,fev. 2006,Rondônia,44.799,17.216,1562417
25,mar. 2006,Rondônia,47.243,17.627,1562417
26,abr. 2006,Rondônia,45.120,17.835,1562417
27,mai. 2006,Rondônia,43.171,17.769,1562417
28,jun. 2006,Rondônia,44.069,17.940,1562417
29,jul. 2006,Rondônia,48.872,20.237,1562417
30,ago. 2006,Rondônia,49.050,19.602,1562417
31,set. 2006,Rondônia,51.273,21.271,1562417
32,out. 2006,Rondônia,50.844,21.125,1562417
33,nov. 2006,Rondônia,49.650,19.528,1562417
34,dez. 2006,Rondônia,48.200,21.662,1562417
35,jan. 2007,Rondônia,47.135,19.850,1453756
36,fev. 2007,Rondônia,47.127,19.487,1453756
37,mar. 2007,Rondônia,44.459,20.106,1453756
38,abr. 2007,Rondônia,46.673,20.276,1453756
39,mai. 2007,Rondônia,47.897,20.833,1453756
40,jun. 2007,Rondônia,45.868,21.530,1453756
41,jul. 2007,Rondônia,47.403,23.785,1453756
42,ago. 2007,Rondônia,47.988,22.865,1453756
43,set. 2007,Rondônia,52.780,25.041,1453756
44,out. 2007,Rondônia,50.861,24.569,1453756
45,nov. 2007,Rondônia,51.818,25.433,1453756
46,dez. 2007,Rondônia,49.226,27.282,1453756
47,jan. 2008,Rondônia,49.733,24.922,1493566
48,fev. 2008,Rondônia,47.328,23.283,1493566
49,mar. 2008,Rondônia,47.252,25.173,1493566
50,abr. 2008,Rondônia,49.407,23.632,1493566
51,mai. 2008,Rondônia,46.968,26.546,1493566
52,jun. 2008,Rondônia,48.550,25.224,1493566
53,jul. 2008,Rondônia,49.574,24.711,1493566
54,ago. 2008,Rondônia,53.607,26.731,1493566
55,set. 2008,Rondônia,58.773,25.368,1493566
56,out. 2008,Rondônia,56.288,24.788,1493566
57,nov. 2008,Rondônia,57.809,24.854,1493566
58,dez. 2008,Rondônia,54.478,25.568,1493566
59,jan. 2009,Rondônia,54.926,23.569,1503928
60,fev. 2009,Rondônia,54.457,20.486,1503928
61,mar. 2009,Rondônia,51.735,24.332,1503928
62,abr. 2009,Rondônia,54.164,23.984,1503928
63,mai. 2009,Rondônia,56.463,25.586,1503928
64,jun. 2009,Rondônia,53.150,25.445,1503928
65,jul. 2009,Rondônia,56.443,27.126,1503928
66,ago. 2009,Rondônia,57.825,28.625,1503928
67,set. 2009,Rondônia,62.417,29.261,1503928
68,out. 2009,Rondônia,59.617,31.313,1503928
69,nov. 2009,Rondônia,63.176,31.358,1503928
70,dez. 2009,Rondônia,60.633,29.622,1503928
71,jan. 2010,Rondônia,59.914,29.588,1562409
72,fev. 2010,Rondônia,57.565,27.308,1562409
73,mar. 2010,Rondônia,62.418,29.904,1562409
74,abr. 2010,Rondônia,65.976,31.815,1562409
75,mai. 2010,Rondônia,65.305,32.830,1562409
76,jun. 2010,Rondônia,62.714,36.126,1562409
77,jul. 2010,Rondônia,67.081,33.145,1562409
78,ago. 2010,Rondônia,62.446,33.890,1562409
79,set. 2010,Rondônia,70.435,35.281,1562409
80,out. 2010,Rondônia,78.705,35.675,1562409
81,nov. 2010,Rondônia,72.622,34.480,1562409
82,dez. 2010,Rondônia,68.765,34.039,1562409
83,jan. 2011,Rondônia,69.058,34.242,1576455
84,fev. 2011,Rondônia,66.304,31.928,1576455
85,mar. 2011,Rondônia,63.463,34.507,1576455
86,abr. 2011,Rondônia,67.116,34.188,1576455
87,mai. 2011,Rondônia,67.564,31.913,1576455
88,jun. 2011,Rondônia,71.642,35.235,1576455
89,jul. 2011,Rondônia,71.322,38.426,1576455
90,ago. 2011,Rondônia,77.923,38.153,1576455
91,set. 2011,Rondônia,77.068,39.779,1576455
92,out. 2011,Rondônia,83.026,37.532,1576455
93,nov. 2011,Rondônia,82.887,37.415,1576455
94,dez. 2011,Rondônia,78.087,38.881,1576455
95,jan. 2012,Rondônia,73.563,44.111,1590011
96,fev. 2012,Rondônia,74.375,41.524,1590011
97,mar. 2012,Rondônia,75.179,56.187,1590011
98,abr. 2012,Rondônia,82.329,43.924,1590011
99,mai. 2012,Rondônia,85.143,51.224,1590011
100,jun. 2012,Rondônia,90.004,47.255,1590011
101,jul. 2012,Rondônia,83.757,45.595,1590011
102,ago. 2012,Rondônia,97.974,50.357,1590011
103,set. 2012,Rondônia,101.469,46.055,1590011
104,out. 2012,Rondônia,94.769,46.596,1590011
105,nov. 2012,Rondônia,105.430,51.138,1590011
106,dez. 2012,Rondônia,96.717,43.589,1590011
107,jan. 2013,Rondônia,87.432,44.585,1728214
108,fev. 2013,Rondônia,82.205,43.613,1728214
109,mar. 2013,Rondônia,83.963,45.534,1728214
110,abr. 2013,Rondônia,89.038,44.453,1728214
111,mai. 2013,Rondônia,90.879,46.250,1728214
112,jun. 2013,Rondônia,90.647,44.252,1728214
113,jul. 2013,Rondônia,91.379,59.860,1728214
114,ago. 2013,Rondônia,89.040,44.330,1728214
115,set. 2013,Rondônia,91.635,52.406,1728214
116,out. 2013,Rondônia,96.334,53.773,1728214
117,nov. 2013,Rondônia,98.570,42.808,1728214
118,dez. 2013,Rondônia,93.001,76.719,1728214
119,jan. 2014,Rondônia,96.935,40.734,1748531
120,fev. 2014,Rondônia,87.652,42.876,1748531
121,mar. 2014,Rondônia,91.181,45.900,1748531
122,abr. 2014,Rondônia,93.553,46.382,1748531
123,mai. 2014,Rondônia,92.233,47.935,1748531
124,jun. 2014,Rondônia,92.457,47.709,1748531
125,jul. 2014,Rondônia,90.202,46.594,1748531
126,ago. 2014,Rondônia,98.172,46.291,1748531
127,set. 2014,Rondônia,106.995,47.267,1748531
128,out. 2014,Rondônia,107.846,47.165,1748531
129,nov. 2014,Rondônia,100.259,49.193,1748531
130,dez. 2014,Rondônia,99.962,44.931,1748531
131,jan. 2015,Rondônia,96.183,41.101,1768204
132,fev. 2015,Rondônia,87.614,37.596,1768204
133,mar. 2015,Rondônia,89.867,40.467,1768204
134,abr. 2015,Rondônia,94.670,37.954,1768204
135,mai. 2015,Rondônia,92.198,36.415,1768204
136,jun. 2015,Rondônia,96.984,36.587,1768204
137,jul. 2015,Rondônia,93.492,37.322,1768204
138,ago. 2015,Rondônia,99.793,35.949,1768204
139,set. 2015,Rondônia,107.380,37.553,1768204
140,out. 2015,Rondônia,109.680,38.365,1768204
141,nov. 2015,Rondônia,103.269,35.737,1768204
142,dez. 2015,Rondônia,105.907,35.353,1768204
143,jan. 2016,Rondônia,95.136,32.563,1787279
144,fev. 2016,Rondônia,93.478,35.263,1787279
145,mar. 2016,Rondônia,97.616,35.301,1787279
146,abr. 2016,Rondônia,95.267,34.219,1787279
147,mai. 2016,Rondônia,91.624,35.575,1787279
148,jun. 2016,Rondônia,90.500,34.634,1787279
149,jul. 2016,Rondônia,91.671,34.966,1787279
150,ago. 2016,Rondônia,100.404,34.618,1787279
151,set. 2016,Rondônia,97.842,32.266,1787279
152,out. 2016,Rondônia,99.527,34.215,1787279
153,nov. 2016,Rondônia,101.178,36.093,1787279
154,dez. 2016,Rondônia,97.251,34.359,1787279
155,jan. 2017,Rondônia,93.236,31.212,1805788
156,fev. 2017,Rondônia,86.943,33.655,1805788
157,mar. 2017,Rondônia,94.760,33.176,1805788
158,abr. 2017,Rondônia,92.130,30.688,1805788
159,mai. 2017,Rondônia,102.905,36.102,1805788
160,jun. 2017,Rondônia,103.109,34.999,1805788
161,jul. 2017,Rondônia,97.180,35.988,1805788
162,ago. 2017,Rondônia,108.450,37.287,1805788
163,set. 2017,Rondônia,116.350,35.891,1805788
164,out. 2017,Rondônia,112.686,38.806,1805788
165,nov. 2017,Rondônia,112.990,38.736,1805788
166,dez. 2017,Rondônia,104.703,37.310,1805788
167,jan. 2018,Rondônia,101.914,34.321,1757589
168,fev. 2018,Rondônia,94.847,34.176,1757589
169,mar. 2018,Rondônia,100.082,38.011,1757589
170,abr. 2018,Rondônia,102.370,37.588,1757589
171,mai. 2018,Rondônia,105.804,35.091,1757589
172,jun. 2018,Rondônia,94.764,37.626,1757589
173,jul. 2018,Rondônia,101.237,39.809,1757589
174,ago. 2018,Rondônia,109.887,40.104,1757589
175,set. 2018,Rondônia,103.528,37.333,1757589
176,out. 2018,Rondônia,121.478,41.129,1757589
177,nov. 2018,Rondônia,115.404,38.788,1757589
178,dez. 2018,Rondônia,97.669,36.463,1757589
179,jan. 2019,Rondônia,106.303,37.489,1777225
180,fev. 2019,Rondônia,102.019,36.248,1777225
181,mar. 2019,Rondônia,98.209,37.381,1777225
182,abr. 2019,Rondônia,104.014,36.840,1777225
183,mai. 2019,Rondônia,106.563,39.469,1777225
184,jun. 2019,Rondônia,99.781,36.011,1777225
185,jul. 2019,Rondônia,110.212,40.502,1777225
186,ago. 2019,Rondônia,108.533,38.690,1777225
187,set. 2019,Rondônia,120.131,38.763,1777225
188,out. 2019,Rondônia,114.689,38.593,1777225
189,nov. 2019,Rondônia,109.764,37.789,1777225
190,dez. 2019,Rondônia,110.876,37.590,1777225
191,jan. 2020,Rondônia,108.742,34.962,1796460
192,fev. 2020,Rondônia,114.319,39.359,1796460
193,mar. 2020,Rondônia,110.925,38.032,1796460
194,abr. 2020,Rondônia,111.782,35.785,1796460
195,mai. 2020,Rondônia,113.116,37.498,1796460
196,jun. 2020,Rondônia,103.767,36.605,1796460
197,jul. 2020,Rondônia,114.076,42.684,1796460
198,ago. 2020,Rondônia,123.152,41.813,1796460
199,set. 2020,Rondônia,135.238,40.974,1796460
200,out. 2020,Rondônia,143.399,41.367,1796460
201,nov. 2020,Rondônia,129.261,41.089,1796460
202,dez. 2020,Rondônia,140.252,41.246,1796460
203,jan. 2021,Rondônia,106.565,34.126,1815278
204,fev. 2021,Rondônia,104.262,36.622,1815278
205,mar. 2021,Rondônia,113.114,30.029,1815278
206,abr. 2021,Rondônia,120.227,37.684,1815278
207,mai. 2021,Rondônia,120.711,37.913,1815278
208,jun. 2021,Rondônia,120.722,38.848,1815278
209,jul. 2021,Rondônia,114.507,39.119,1815278
210,ago. 2021,Rondônia,126.781,40.634,1815278
211,set. 2021,Rondônia,141.408,35.071,1815278
212,out. 2021,Rondônia,141.411,37.787,1815278
213,nov. 2021,Rondônia,129.094,38.063,1815278
214,dez. 2021,Rondônia,126.717,41.014,1815278
215,jan. 2004,Acre,15.778,1.738,630328
216,fev. 2004,Acre,14.808,1.724,630328
217,mar. 2004,Acre,14.970,1.881,630328
218,abr. 2004,Acre,15.545,1.715,630328
219,mai. 2004,Acre,14.715,1.704,630328
220,jun. 2004,Acre,13.651,1.962,630328
221,jul. 2004,Acre,14.832,1.809,630328
222,ago. 2004,Acre,14.966,2.103,630328
223,set. 2004,Acre,15.750,2.542,630328
224,out. 2004,Acre,16.637,2.220,630328
225,nov. 2004,Acre,16.816,2.325,630328
226,dez. 2004,Acre,16.169,2.374,630328
227,jan. 2005,Acre,16.838,1.976,669736
228,fev. 2005,Acre,15.875,2.119,669736
229,mar. 2005,Acre,16.882,2.047,669736
230,abr. 2005,Acre,15.087,1.963,669736
231,mai. 2005,Acre,15.363,1.889,669736
232,jun. 2005,Acre,17.016,1.972,669736
233,jul. 2005,Acre,16.402,2.126,669736
234,ago. 2005,Acre,15.430,2.154,669736
235,set. 2005,Acre,17.991,2.282,669736
236,out. 2005,Acre,18.601,2.346,669736
237,nov. 2005,Acre,19.209,2.175,669736
238,dez. 2005,Acre,17.957,2.511,669736
239,jan. 2006,Acre,17.747,2.027,686652
240,fev. 2006,Acre,17.446,2.077,686652
241,mar. 2006,Acre,17.503,1.943,686652
242,abr. 2006,Acre,17.971,2.091,686652
243,mai. 2006,Acre,16.854,1.851,686652
244,jun. 2006,Acre,16.252,2.055,686652
245,jul. 2006,Acre,19.470,1.884,686652
246,ago. 2006,Acre,17.288,2.217,686652
247,set. 2006,Acre,19.820,2.498,686652
248,out. 2006,Acre,19.147,2.570,686652
249,nov. 2006,Acre,20.240,2.594,686652
250,dez. 2006,Acre,20.741,2.448,686652
251,jan. 2007,Acre,17.809,2.469,655385
252,fev. 2007,Acre,19.448,2.548,655385
253,mar. 2007,Acre,19.364,2.107,655385
254,abr. 2007,Acre,18.755,2.493,655385
255,mai. 2007,Acre,18.825,2.373,655385
256,jun. 2007,Acre,17.468,2.126,655385
257,jul. 2007,Acre,19.020,2.485,655385
258,ago. 2007,Acre,18.286,2.928,655385
259,set. 2007,Acre,20.574,2.542,655385
260,out. 2007,Acre,20.935,2.965,655385
261,nov. 2007,Acre,20.756,2.608,655385
262,dez. 2007,Acre,19.866,2.727,655385
263,jan. 2008,Acre,20.232,2.504,680073
264,fev. 2008,Acre,19.928,2.526,680073
265,mar. 2008,Acre,19.243,2.452,680073
266,abr. 2008,Acre,19.979,2.521,680073
267,mai. 2008,Acre,19.622,2.480,680073
268,jun. 2008,Acre,19.186,2.581,680073
269,jul. 2008,Acre,18.853,2.981,680073
270,ago. 2008,Acre,22.906,3.002,680073
271,set. 2008,Acre,22.324,3.106,680073
272,out. 2008,Acre,23.277,2.790,680073
273,nov. 2008,Acre,23.590,2.716,680073
274,dez. 2008,Acre,22.727,2.821,680073
275,jan. 2009,Acre,22.518,2.159,691132
276,fev. 2009,Acre,21.503,2.566,691132
277,mar. 2009,Acre,20.077,2.331,691132
278,abr. 2009,Acre,22.233,3.035,691132
279,mai. 2009,Acre,21.615,2.328,691132
280,jun. 2009,Acre,20.791,2.480,691132
281,jul. 2009,Acre,20.649,2.805,691132
282,ago. 2009,Acre,21.971,2.865,691132
283,set. 2009,Acre,24.942,3.060,691132
284,out. 2009,Acre,24.895,3.038,691132
285,nov. 2009,Acre,25.531,3.257,691132
286,dez. 2009,Acre,25.310,3.088,691132
287,jan. 2010,Acre,24.921,2.548,733559
288,fev. 2010,Acre,23.519,2.801,733559
289,mar. 2010,Acre,24.318,2.425,733559
290,abr. 2010,Acre,26.348,3.004,733559
291,mai. 2010,Acre,25.746,2.957,733559
292,jun. 2010,Acre,23.538,3.035,733559
293,jul. 2010,Acre,25.631,3.190,733559
294,ago. 2010,Acre,24.018,3.154,733559
295,set. 2010,Acre,26.640,3.069,733559
296,out. 2010,Acre,29.761,3.219,733559
297,nov. 2010,Acre,28.210,3.195,733559
298,dez. 2010,Acre,27.092,3.200,733559
299,jan. 2011,Acre,27.646,2.954,746386
300,fev. 2011,Acre,26.982,3.291,746386
301,mar. 2011,Acre,24.438,2.700,746386
302,abr. 2011,Acre,25.289,3.030,746386
303,mai. 2011,Acre,27.703,2.928,746386
304,jun. 2011,Acre,26.387,3.295,746386
305,jul. 2011,Acre,25.704,3.066,746386
306,ago. 2011,Acre,29.027,3.428,746386
307,set. 2011,Acre,28.460,3.515,746386
308,out. 2011,Acre,29.863,3.022,746386
309,nov. 2011,Acre,32.200,3.431,746386
310,dez. 2011,Acre,28.218,3.279,746386
311,jan. 2012,Acre,27.727,3.439,758786
312,fev. 2012,Acre,27.167,3.324,758786
313,mar. 2012,Acre,28.773,3.158,758786
314,abr. 2012,Acre,30.914,3.270,758786
315,mai. 2012,Acre,28.793,3.484,758786
316,jun. 2012,Acre,27.308,3.823,758786
317,jul. 2012,Acre,29.718,3.601,758786
318,ago. 2012,Acre,31.745,4.052,758786
319,set. 2012,Acre,33.279,3.683,758786
320,out. 2012,Acre,32.530,4.540,758786
321,nov. 2012,Acre,33.548,3.873,758786
322,dez. 2012,Acre,30.515,3.578,758786
323,jan. 2013,Acre,30.223,2.931,776463
324,fev. 2013,Acre,29.643,2.873,776463
325,mar. 2013,Acre,30.506,2.825,776463
326,abr. 2013,Acre,30.409,2.693,776463
327,mai. 2013,Acre,30.381,3.508,776463
328,jun. 2013,Acre,31.436,3.183,776463
329,jul. 2013,Acre,30.581,3.289,776463
330,ago. 2013,Acre,31.111,3.194,776463
331,set. 2013,Acre,31.891,3.168,776463
332,out. 2013,Acre,32.336,3.673,776463
333,nov. 2013,Acre,31.984,3.233,776463
334,dez. 2013,Acre,32.614,2.726,776463
335,jan. 2014,Acre,33.302,3.431,790101
336,fev. 2014,Acre,33.371,3.072,790101
337,mar. 2014,Acre,33.205,2.832,790101
338,abr. 2014,Acre,32.501,2.624,790101
339,mai. 2014,Acre,33.837,3.018,790101
340,jun. 2014,Acre,31.095,3.141,790101
341,jul. 2014,Acre,30.557,3.269,790101
342,ago. 2014,Acre,32.025,2.828,790101
343,set. 2014,Acre,36.184,3.344,790101
344,out. 2014,Acre,36.734,3.323,790101
345,nov. 2014,Acre,33.512,3.136,790101
346,dez. 2014,Acre,33.916,2.890,790101
347,jan. 2015,Acre,33.835,3.094,803513
348,fev. 2015,Acre,30.666,2.937,803513
349,mar. 2015,Acre,34.661,3.071,803513
350,abr. 2015,Acre,35.341,3.049,803513
351,mai. 2015,Acre,33.477,2.853,803513
352,jun. 2015,Acre,34.573,3.401,803513
353,jul. 2015,Acre,34.676,3.182,803513
354,ago. 2015,Acre,36.309,3.348,803513
355,set. 2015,Acre,39.211,3.602,803513
356,out. 2015,Acre,40.004,3.186,803513
357,nov. 2015,Acre,38.799,3.776,803513
358,dez. 2015,Acre,39.789,3.588,803513
359,jan. 2016,Acre,37.476,3.154,816687
360,fev. 2016,Acre,36.885,3.492,816687
361,mar. 2016,Acre,38.914,3.476,816687
362,abr. 2016,Acre,37.623,3.374,816687
363,mai. 2016,Acre,36.088,3.740,816687
364,jun. 2016,Acre,34.073,3.816,816687
365,jul. 2016,Acre,33.661,3.397,816687
366,ago. 2016,Acre,40.528,3.406,816687
367,set. 2016,Acre,37.469,2.781,816687
368,out. 2016,Acre,38.637,2.753,816687
369,nov. 2016,Acre,37.910,3.085,816687
370,dez. 2016,Acre,38.364,3.086,816687
371,jan. 2017,Acre,37.802,3.459,829619
372,fev. 2017,Acre,34.947,2.175,829619
373,mar. 2017,Acre,36.535,3.151,829619
374,abr. 2017,Acre,36.586,3.098,829619
375,mai. 2017,Acre,37.641,3.104,829619
376,jun. 2017,Acre,36.828,3.046,829619
377,jul. 2017,Acre,37.706,3.224,829619
378,ago. 2017,Acre,42.469,3.956,829619
379,set. 2017,Acre,43.906,3.279,829619
380,out. 2017,Acre,43.390,3.235,829619
381,nov. 2017,Acre,38.964,3.307,829619
382,dez. 2017,Acre,39.385,3.385,829619
383,jan. 2018,Acre,36.978,2.980,869265
384,fev. 2018,Acre,38.589,2.292,869265
385,mar. 2018,Acre,37.816,2.575,869265
386,abr. 2018,Acre,29.714,2.932,869265
387,mai. 2018,Acre,37.437,3.213,869265
388,jun. 2018,Acre,34.326,2.782,869265
389,jul. 2018,Acre,36.576,3.216,869265
390,ago. 2018,Acre,36.738,3.373,869265
391,set. 2018,Acre,39.583,3.099,869265
392,out. 2018,Acre,42.839,3.294,869265
393,nov. 2018,Acre,43.312,3.118,869265
394,dez. 2018,Acre,38.834,2.580,869265
395,jan. 2019,Acre,40.803,3.056,881935
396,fev. 2019,Acre,37.130,2.559,881935
397,mar. 2019,Acre,38.961,2.917,881935
398,abr. 2019,Acre,40.140,2.946,881935
399,mai. 2019,Acre,41.342,2.589,881935
400,jun. 2019,Acre,39.099,2.770,881935
401,jul. 2019,Acre,40.760,3.373,881935
402,ago. 2019,Acre,38.614,3.492,881935
403,set. 2019,Acre,45.501,3.458,881935
404,out. 2019,Acre,42.272,3.342,881935
405,nov. 2019,Acre,43.984,3.348,881935
406,dez. 2019,Acre,42.693,3.472,881935
407,jan. 2020,Acre,41.226,3.067,894470
408,fev. 2020,Acre,45.753,3.312,894470
409,mar. 2020,Acre,45.461,3.348,894470
410,abr. 2020,Acre,44.226,3.137,894470
411,mai. 2020,Acre,41.841,3.146,894470
412,jun. 2020,Acre,39.376,3.421,894470
413,jul. 2020,Acre,40.382,3.606,894470
414,ago. 2020,Acre,46.685,3.774,894470
415,set. 2020,Acre,51.911,3.711,894470
416,out. 2020,Acre,51.276,3.552,894470
417,nov. 2020,Acre,50.343,3.537,894470
418,dez. 2020,Acre,51.489,3.300,894470
419,jan. 2021,Acre,47.710,3.559,906876
420,fev. 2021,Acre,44.955,3.447,906876
421,mar. 2021,Acre,45.394,3.103,906876
422,abr. 2021,Acre,43.718,3.504,906876
423,mai. 2021,Acre,40.155,3.625,906876
424,jun. 2021,Acre,46.057,3.575,906876
425,jul. 2021,Acre,39.123,3.846,906876
426,ago. 2021,Acre,44.361,4.387,906876
427,set. 2021,Acre,52.116,3.899,906876
428,out. 2021,Acre,52.182,3.833,906876
429,nov. 2021,Acre,47.152,3.750,906876
430,dez. 2021,Acre,45.771,4.002,906876
431,jan. 2004,Amazonas,84.473,93.449,3138726
432,fev. 2004,Amazonas,79.777,101.556,3138726
433,mar. 2004,Amazonas,75.028,101.814,3138726
434,abr. 2004,Amazonas,75.997,102.970,3138726
435,mai. 2004,Amazonas,79.165,104.589,3138726
436,jun. 2004,Amazonas,76.363,107.710,3138726
437,jul. 2004,Amazonas,78.969,112.740,3138726
438,ago. 2004,Amazonas,79.171,113.925,3138726
439,set. 2004,Amazonas,86.118,113.650,3138726
440,out. 2004,Amazonas,82.396,126.346,3138726
441,nov. 2004,Amazonas,86.089,118.085,3138726
442,dez. 2004,Amazonas,83.191,126.423,3138726
443,jan. 2005,Amazonas,83.500,105.472,3232330
444,fev. 2005,Amazonas,78.317,109.013,3232330
445,mar. 2005,Amazonas,77.641,109.178,3232330
446,abr. 2005,Amazonas,81.576,105.331,3232330
447,mai. 2005,Amazonas,75.405,116.660,3232330
448,jun. 2005,Amazonas,82.917,118.357,3232330
449,jul. 2005,Amazonas,83.837,121.534,3232330
450,ago. 2005,Amazonas,85.502,125.105,3232330
451,set. 2005,Amazonas,92.574,126.400,3232330
452,out. 2005,Amazonas,85.427,130.110,3232330
453,nov. 2005,Amazonas,90.085,126.959,3232330
454,dez. 2005,Amazonas,80.038,119.564,3232330
455,jan. 2006,Amazonas,77.758,113.699,3311026
456,fev. 2006,Amazonas,76.254,122.033,3311026
457,mar. 2006,Amazonas,76.837,122.357,3311026
458,abr. 2006,Amazonas,76.348,128.545,3311026
459,mai. 2006,Amazonas,78.622,126.113,3311026
460,jun. 2006,Amazonas,79.366,128.241,3311026
461,jul. 2006,Amazonas,85.165,127.362,3311026
462,ago. 2006,Amazonas,84.990,133.410,3311026
463,set. 2006,Amazonas,93.264,136.401,3311026
464,out. 2006,Amazonas,90.574,132.901,3311026
465,nov. 2006,Amazonas,94.874,135.677,3311026
466,dez. 2006,Amazonas,85.411,127.231,3311026
467,jan. 2007,Amazonas,85.213,114.038,3221940
468,fev. 2007,Amazonas,83.926,122.892,3221940
469,mar. 2007,Amazonas,83.336,125.914,3221940
470,abr. 2007,Amazonas,84.669,129.096,3221940
471,mai. 2007,Amazonas,83.507,130.760,3221940
472,jun. 2007,Amazonas,87.016,137.039,3221940
473,jul. 2007,Amazonas,87.017,127.840,3221940
474,ago. 2007,Amazonas,93.570,137.937,3221940
475,set. 2007,Amazonas,91.972,140.333,3221940
476,out. 2007,Amazonas,93.700,143.303,3221940
477,nov. 2007,Amazonas,100.730,143.454,3221940
478,dez. 2007,Amazonas,96.347,131.430,3221940
479,jan. 2008,Amazonas,88.228,124.596,3341096
480,fev. 2008,Amazonas,86.949,128.933,3341096
481,mar. 2008,Amazonas,84.099,135.858,3341096
482,abr. 2008,Amazonas,87.145,133.053,3341096
483,mai. 2008,Amazonas,97.994,136.500,3341096
484,jun. 2008,Amazonas,88.541,141.235,3341096
485,jul. 2008,Amazonas,91.423,138.382,3341096
486,ago. 2008,Amazonas,101.544,149.070,3341096
487,set. 2008,Amazonas,102.330,150.617,3341096
488,out. 2008,Amazonas,97.800,150.572,3341096
489,nov. 2008,Amazonas,102.120,150.567,3341096
490,dez. 2008,Amazonas,94.786,123.978,3341096
491,jan. 2009,Amazonas,96.899,107.117,3393369
492,fev. 2009,Amazonas,85.480,113.231,3393369
493,mar. 2009,Amazonas,87.581,116.105,3393369
494,abr. 2009,Amazonas,91.297,115.810,3393369
495,mai. 2009,Amazonas,92.701,118.377,3393369
496,jun. 2009,Amazonas,91.449,121.402,3393369
497,jul. 2009,Amazonas,96.275,117.150,3393369
498,ago. 2009,Amazonas,107.912,137.830,3393369
499,set. 2009,Amazonas,111.095,128.054,3393369
500,out. 2009,Amazonas,110.088,142.707,3393369
501,nov. 2009,Amazonas,114.780,133.965,3393369
502,dez. 2009,Amazonas,112.131,128.962,3393369
503,jan. 2010,Amazonas,104.188,120.258,3483985
504,fev. 2010,Amazonas,100.078,131.435,3483985
505,mar. 2010,Amazonas,100.130,125.641,3483985
506,abr. 2010,Amazonas,105.983,140.019,3483985
507,mai. 2010,Amazonas,104.192,137.200,3483985
508,jun. 2010,Amazonas,107.950,139.501,3483985
509,jul. 2010,Amazonas,108.616,129.670,3483985
510,ago. 2010,Amazonas,113.178,147.416,3483985
511,set. 2010,Amazonas,123.056,144.966,3483985
512,out. 2010,Amazonas,119.121,150.949,3483985
513,nov. 2010,Amazonas,118.301,149.663,3483985
514,dez. 2010,Amazonas,112.818,135.125,3483985
515,jan. 2011,Amazonas,108.301,133.819,3538387
516,fev. 2011,Amazonas,99.360,142.025,3538387
517,mar. 2011,Amazonas,107.740,139.700,3538387
518,abr. 2011,Amazonas,100.067,144.020,3538387
519,mai. 2011,Amazonas,104.022,146.499,3538387
520,jun. 2011,Amazonas,113.562,146.123,3538387
521,jul. 2011,Amazonas,116.098,147.862,3538387
522,ago. 2011,Amazonas,125.338,160.371,3538387
523,set. 2011,Amazonas,136.081,152.989,3538387
524,out. 2011,Amazonas,131.818,161.326,3538387
525,nov. 2011,Amazonas,123.679,156.888,3538387
526,dez. 2011,Amazonas,119.539,143.738,3538387
527,jan. 2012,Amazonas,116.226,144.428,3590985
528,fev. 2012,Amazonas,122.258,167.018,3590985
529,mar. 2012,Amazonas,104.234,167.413,3590985
530,abr. 2012,Amazonas,118.501,151.823,3590985
531,mai. 2012,Amazonas,119.037,154.836,3590985
532,jun. 2012,Amazonas,137.278,144.282,3590985
533,jul. 2012,Amazonas,132.945,141.884,3590985
534,ago. 2012,Amazonas,136.398,161.756,3590985
535,set. 2012,Amazonas,139.562,147.043,3590985
536,out. 2012,Amazonas,142.055,157.598,3590985
537,nov. 2012,Amazonas,144.971,151.161,3590985
538,dez. 2012,Amazonas,141.661,127.044,3590985
539,jan. 2013,Amazonas,128.283,140.657,3807921
540,fev. 2013,Amazonas,134.521,131.564,3807921
541,mar. 2013,Amazonas,121.180,150.899,3807921
542,abr. 2013,Amazonas,136.957,152.647,3807921
543,mai. 2013,Amazonas,138.510,150.326,3807921
