,Timestamp,Estado,Consumo Residencial,Consumo Industrial,Populacao
1553,jul. 2007,Maranhão,110.901,674.719,6118995
1554,ago. 2007,Maranhão,117.058,685.862,6118995
1555,set. 2007,Maranhão,116.079,658.656,6118995
1556,out. 2007,Maranhão,118.174,681.499,6118995
1557,nov. 2007,Maranhão,124.615,662.831,6118995
1558,dez. 2007,Maranhão,120.766,681.498,6118995
1559,jan. 2008,Maranhão,119.870,679.504,6305539
1560,fev. 2008,Maranhão,110.965,629.112,6305539
1561,mar. 2008,Maranhão,109.950,675.589,6305539
1562,abr. 2008,Maranhão,111.220,645.871,6305539
1563,mai. 2008,Maranhão,113.127,672.076,6305539
1564,jun. 2008,Maranhão,116.904,658.703,6305539
1565,jul. 2008,Maranhão,119.758,691.265,6305539
1566,ago. 2008,Maranhão,130.951,686.248,6305539
1567,set. 2008,Maranhão,134.763,669.654,6305539
1568,out. 2008,Maranhão,135.889,689.307,6305539
1569,nov. 2008,Maranhão,141.308,661.416,6305539
1570,dez. 2008,Maranhão,121.378,679.535,6305539
1571,jan. 2009,Maranhão,140.087,668.963,6367138
1572,fev. 2009,Maranhão,125.280,570.774,6367138
1573,mar. 2009,Maranhão,117.675,628.561,6367138
1574,abr. 2009,Maranhão,122.058,607.252,6367138
1575,mai. 2009,Maranhão,115.460,669.407,6367138
1576,jun. 2009,Maranhão,126.138,613.016,6367138
1577,jul. 2009,Maranhão,125.247,640.786,6367138
1578,ago. 2009,Maranhão,154.258,638.448,6367138
1579,set. 2009,Maranhão,159.431,624.915,6367138
1580,out. 2009,Maranhão,158.278,640.804,6367138
1581,nov. 2009,Maranhão,155.713,633.331,6367138
1582,dez. 2009,Maranhão,141.441,662.239,6367138
1583,jan. 2010,Maranhão,152.509,673.832,6574789
1584,fev. 2010,Maranhão,147.766,603.469,6574789
1585,mar. 2010,Maranhão,149.153,656.174,6574789
1586,abr. 2010,Maranhão,160.009,639.881,6574789
1587,mai. 2010,Maranhão,155.650,653.402,6574789
1588,jun. 2010,Maranhão,158.906,638.771,6574789
1589,jul. 2010,Maranhão,153.337,665.569,6574789
1590,ago. 2010,Maranhão,164.382,678.043,6574789
1591,set. 2010,Maranhão,167.890,656.906,6574789
1592,out. 2010,Maranhão,170.812,680.376,6574789
1593,nov. 2010,Maranhão,176.378,653.534,6574789
1594,dez. 2010,Maranhão,159.773,682.515,6574789
1595,jan. 2011,Maranhão,164.216,679.901,6645761
1596,fev. 2011,Maranhão,153.322,605.115,6645761
1597,mar. 2011,Maranhão,150.123,673.857,6645761
1598,abr. 2011,Maranhão,162.588,669.259,6645761
1599,mai. 2011,Maranhão,164.642,700.244,6645761
1600,jun. 2011,Maranhão,170.015,682.394,6645761
1601,jul. 2011,Maranhão,169.725,703.422,6645761
1602,ago. 2011,Maranhão,175.095,715.505,6645761
1603,set. 2011,Maranhão,181.580,680.419,6645761
1604,out. 2011,Maranhão,183.790,686.019,6645761
1605,nov. 2011,Maranhão,181.426,659.412,6645761
1606,dez. 2011,Maranhão,184.738,655.715,6645761
1607,jan. 2012,Maranhão,180.904,646.560,6714314
1608,fev. 2012,Maranhão,167.944,608.552,6714314
1609,mar. 2012,Maranhão,180.228,639.554,6714314
1610,abr. 2012,Maranhão,176.905,633.073,6714314
1611,mai. 2012,Maranhão,191.156,655.578,6714314
1612,jun. 2012,Maranhão,194.036,601.114,6714314
1613,jul. 2012,Maranhão,181.449,598.345,6714314
1614,ago. 2012,Maranhão,188.626,620.326,6714314
1615,set. 2012,Maranhão,193.325,612.385,6714314
1616,out. 2012,Maranhão,200.697,602.276,6714314
1617,nov. 2012,Maranhão,200.347,574.995,6714314
1618,dez. 2012,Maranhão,201.926,579.911,6714314
1619,jan. 2013,Maranhão,203.234,568.257,6794301
1620,fev. 2013,Maranhão,201.304,515.263,6794301
1621,mar. 2013,Maranhão,203.004,570.460,6794301
1622,abr. 2013,Maranhão,194.028,559.631,6794301
1623,mai. 2013,Maranhão,203.137,556.815,6794301
1624,jun. 2013,Maranhão,209.818,523.575,6794301
1625,jul. 2013,Maranhão,213.208,550.615,6794301
1626,ago. 2013,Maranhão,216.786,559.726,6794301
1627,set. 2013,Maranhão,228.870,479.957,6794301
1628,out. 2013,Maranhão,233.548,446.870,6794301
1629,nov. 2013,Maranhão,234.073,423.174,6794301
1630,dez. 2013,Maranhão,222.485,436.101,6794301
1631,jan. 2014,Maranhão,232.690,426.473,6850884
1632,fev. 2014,Maranhão,215.731,379.418,6850884
1633,mar. 2014,Maranhão,214.148,414.443,6850884
1634,abr. 2014,Maranhão,212.147,338.557,6850884
1635,mai. 2014,Maranhão,223.300,253.870,6850884
1636,jun. 2014,Maranhão,226.838,229.621,6850884
1637,jul. 2014,Maranhão,233.173,235.112,6850884
1638,ago. 2014,Maranhão,239.474,256.207,6850884
1639,set. 2014,Maranhão,244.579,239.963,6850884
1640,out. 2014,Maranhão,253.439,246.453,6850884
1641,nov. 2014,Maranhão,253.543,236.870,6850884
1642,dez. 2014,Maranhão,235.904,243.880,6850884
1643,jan. 2015,Maranhão,242.538,242.883,6904241
1644,fev. 2015,Maranhão,234.652,220.441,6904241
1645,mar. 2015,Maranhão,226.778,263.118,6904241
1646,abr. 2015,Maranhão,222.998,164.384,6904241
1647,mai. 2015,Maranhão,234.079,81.385,6904241
1648,jun. 2015,Maranhão,237.707,87.205,6904241
1649,jul. 2015,Maranhão,234.777,84.758,6904241
1650,ago. 2015,Maranhão,243.396,100.475,6904241
1651,set. 2015,Maranhão,254.578,91.112,6904241
1652,out. 2015,Maranhão,262.848,88.009,6904241
1653,nov. 2015,Maranhão,262.870,82.490,6904241
1654,dez. 2015,Maranhão,259.417,87.218,6904241
1655,jan. 2016,Maranhão,243.069,78.923,6954036
1656,fev. 2016,Maranhão,259.943,77.474,6954036
1657,mar. 2016,Maranhão,243.817,101.520,6954036
1658,abr. 2016,Maranhão,246.943,101.875,6954036
1659,mai. 2016,Maranhão,262.755,85.646,6954036
1660,jun. 2016,Maranhão,262.336,80.108,6954036
1661,jul. 2016,Maranhão,252.304,88.640,6954036
1662,ago. 2016,Maranhão,256.322,106.806,6954036
1663,set. 2016,Maranhão,276.171,104.909,6954036
1664,out. 2016,Maranhão,270.984,91.885,6954036
1665,nov. 2016,Maranhão,277.462,106.224,6954036
1666,dez. 2016,Maranhão,272.491,90.842,6954036
1667,jan. 2017,Maranhão,248.893,89.282,7000229
1668,fev. 2017,Maranhão,241.009,78.246,7000229
1669,mar. 2017,Maranhão,233.830,114.772,7000229
1670,abr. 2017,Maranhão,248.702,89.122,7000229
1671,mai. 2017,Maranhão,252.771,85.462,7000229
1672,jun. 2017,Maranhão,260.894,83.872,7000229
1673,jul. 2017,Maranhão,258.316,87.784,7000229
1674,ago. 2017,Maranhão,269.359,104.862,7000229
1675,set. 2017,Maranhão,287.176,103.711,7000229
1676,out. 2017,Maranhão,301.677,96.227,7000229
1677,nov. 2017,Maranhão,297.139,102.735,7000229
1678,dez. 2017,Maranhão,286.075,114.825,7000229
1679,jan. 2018,Maranhão,264.548,97.350,7035055
1680,fev. 2018,Maranhão,247.329,83.106,7035055
1681,mar. 2018,Maranhão,251.611,105.009,7035055
1682,abr. 2018,Maranhão,257.660,98.303,7035055
1683,mai. 2018,Maranhão,258.474,96.499,7035055
1684,jun. 2018,Maranhão,266.036,100.813,7035055
1685,jul. 2018,Maranhão,261.626,120.371,7035055
1686,ago. 2018,Maranhão,271.727,120.254,7035055
1687,set. 2018,Maranhão,278.278,110.562,7035055
1688,out. 2018,Maranhão,288.503,120.891,7035055
1689,nov. 2018,Maranhão,293.360,120.521,7035055
1690,dez. 2018,Maranhão,265.919,123.152,7035055
1691,jan. 2019,Maranhão,265.154,115.226,7075181
1692,fev. 2019,Maranhão,256.350,115.687,7075181
1693,mar. 2019,Maranhão,258.375,120.764,7075181
1694,abr. 2019,Maranhão,259.549,104.850,7075181
1695,mai. 2019,Maranhão,271.635,123.862,7075181
1696,jun. 2019,Maranhão,266.282,134.820,7075181
1697,jul. 2019,Maranhão,270.973,137.555,7075181
1698,ago. 2019,Maranhão,276.293,144.243,7075181
1699,set. 2019,Maranhão,286.870,135.568,7075181
1700,out. 2019,Maranhão,291.643,135.122,7075181
1701,nov. 2019,Maranhão,296.133,138.231,7075181
1702,dez. 2019,Maranhão,305.200,142.535,7075181
1703,jan. 2020,Maranhão,281.113,113.622,7114598
1704,fev. 2020,Maranhão,266.899,108.507,7114598
1705,mar. 2020,Maranhão,269.797,117.877,7114598
1706,abr. 2020,Maranhão,283.183,127.180,7114598
1707,mai. 2020,Maranhão,282.196,140.712,7114598
1708,jun. 2020,Maranhão,296.056,133.495,7114598
1709,jul. 2020,Maranhão,300.986,129.732,7114598
1710,ago. 2020,Maranhão,300.215,139.440,7114598
1711,set. 2020,Maranhão,313.751,138.366,7114598
1712,out. 2020,Maranhão,329.655,158.391,7114598
1713,nov. 2020,Maranhão,324.120,148.771,7114598
1714,dez. 2020,Maranhão,321.667,136.566,7114598
1715,jan. 2021,Maranhão,302.887,124.269,7153262
1716,fev. 2021,Maranhão,288.999,119.741,7153262
1717,mar. 2021,Maranhão,286.654,118.733,7153262
1718,abr. 2021,Maranhão,296.034,117.183,7153262
1719,mai. 2021,Maranhão,289.497,124.350,7153262
1720,jun. 2021,Maranhão,297.523,143.066,7153262
1721,jul. 2021,Maranhão,309.336,154.949,7153262
1722,ago. 2021,Maranhão,316.221,157.239,7153262
1723,set. 2021,Maranhão,336.710,157.774,7153262
1724,out. 2021,Maranhão,340.387,161.166,7153262
1725,nov. 2021,Maranhão,334.098,160.521,7153262
1726,dez. 2021,Maranhão,338.420,158.171,7153262
1727,jan. 2004,Piauí,55.791,14.788,2977259
1728,fev. 2004,Piauí,46.649,12.353,2977259
1729,mar. 2004,Piauí,48.151,12.280,2977259
1730,abr. 2004,Piauí,50.927,14.858,2977259
1731,mai. 2004,Piauí,50.865,14.868,2977259
1732,jun. 2004,Piauí,49.478,14.869,2977259
1733,jul. 2004,Piauí,49.524,15.035,2977259
1734,ago. 2004,Piauí,50.770,16.185,2977259
1735,set. 2004,Piauí,54.549,17.400,2977259
1736,out. 2004,Piauí,55.990,16.827,2977259
1737,nov. 2004,Piauí,58.308,15.281,2977259
1738,dez. 2004,Piauí,54.329,16.600,2977259
1739,jan. 2005,Piauí,57.733,16.740,3006885
1740,fev. 2005,Piauí,51.963,16.308,3006885
1741,mar. 2005,Piauí,50.343,15.307,3006885
1742,abr. 2005,Piauí,51.135,14.839,3006885
1743,mai. 2005,Piauí,52.147,16.838,3006885
1744,jun. 2005,Piauí,52.382,18.147,3006885
1745,jul. 2005,Piauí,53.827,17.384,3006885
1746,ago. 2005,Piauí,54.216,17.240,3006885
1747,set. 2005,Piauí,58.193,17.780,3006885
1748,out. 2005,Piauí,60.461,18.806,3006885
1749,nov. 2005,Piauí,60.582,19.657,3006885
1750,dez. 2005,Piauí,59.673,17.133,3006885
1751,jan. 2006,Piauí,55.665,18.145,3036290
1752,fev. 2006,Piauí,53.402,16.464,3036290
1753,mar. 2006,Piauí,53.293,14.438,3036290
1754,abr. 2006,Piauí,51.082,16.516,3036290
1755,mai. 2006,Piauí,52.973,16.369,3036290
1756,jun. 2006,Piauí,53.059,18.275,3036290
1757,jul. 2006,Piauí,54.768,17.474,3036290
1758,ago. 2006,Piauí,52.214,18.033,3036290
1759,set. 2006,Piauí,57.683,20.441,3036290
1760,out. 2006,Piauí,60.068,17.486,3036290
1761,nov. 2006,Piauí,61.136,19.684,3036290
1762,dez. 2006,Piauí,59.742,19.068,3036290
1763,jan. 2007,Piauí,59.639,18.972,3032435
1764,fev. 2007,Piauí,56.473,19.148,3032435
1765,mar. 2007,Piauí,52.701,14.622,3032435
1766,abr. 2007,Piauí,54.616,17.364,3032435
1767,mai. 2007,Piauí,56.152,20.290,3032435
1768,jun. 2007,Piauí,57.042,19.275,3032435
1769,jul. 2007,Piauí,57.084,18.510,3032435
1770,ago. 2007,Piauí,57.755,19.420,3032435
1771,set. 2007,Piauí,61.593,20.468,3032435
1772,out. 2007,Piauí,63.256,18.282,3032435
1773,nov. 2007,Piauí,68.692,21.786,3032435
1774,dez. 2007,Piauí,65.122,21.002,3032435
1775,jan. 2008,Piauí,65.886,19.877,3119697
1776,fev. 2008,Piauí,61.476,18.734,3119697
1777,mar. 2008,Piauí,57.758,18.829,3119697
1778,abr. 2008,Piauí,56.309,16.782,3119697
1779,mai. 2008,Piauí,59.426,18.255,3119697
1780,jun. 2008,Piauí,60.458,20.051,3119697
1781,jul. 2008,Piauí,58.698,17.882,3119697
1782,ago. 2008,Piauí,62.477,20.422,3119697
1783,set. 2008,Piauí,66.625,21.588,3119697
1784,out. 2008,Piauí,70.097,21.090,3119697
1785,nov. 2008,Piauí,73.549,22.478,3119697
1786,dez. 2008,Piauí,67.409,19.944,3119697
1787,jan. 2009,Piauí,68.502,19.462,3145325
1788,fev. 2009,Piauí,61.550,20.281,3145325
1789,mar. 2009,Piauí,60.246,17.666,3145325
1790,abr. 2009,Piauí,61.310,14.008,3145325
1791,mai. 2009,Piauí,61.711,17.111,3145325
1792,jun. 2009,Piauí,61.418,19.059,3145325
1793,jul. 2009,Piauí,63.800,18.575,3145325
1794,ago. 2009,Piauí,65.884,18.706,3145325
1795,set. 2009,Piauí,69.916,20.125,3145325
1796,out. 2009,Piauí,75.951,21.708,3145325
1797,nov. 2009,Piauí,80.192,24.065,3145325
1798,dez. 2009,Piauí,77.215,20.604,3145325
1799,jan. 2010,Piauí,80.296,20.235,3118360
1800,fev. 2010,Piauí,75.957,21.222,3118360
1801,mar. 2010,Piauí,79.039,18.818,3118360
1802,abr. 2010,Piauí,80.467,20.467,3118360
1803,mai. 2010,Piauí,79.472,21.368,3118360
1804,jun. 2010,Piauí,79.942,18.627,3118360
1805,jul. 2010,Piauí,79.175,20.828,3118360
1806,ago. 2010,Piauí,80.840,22.005,3118360
1807,set. 2010,Piauí,86.101,23.056,3118360
1808,out. 2010,Piauí,89.065,21.122,3118360
1809,nov. 2010,Piauí,92.246,21.659,3118360
1810,dez. 2010,Piauí,86.928,22.017,3118360
1811,jan. 2011,Piauí,87.736,19.834,3140328
1812,fev. 2011,Piauí,77.552,20.208,3140328
1813,mar. 2011,Piauí,79.188,16.846,3140328
1814,abr. 2011,Piauí,80.217,17.619,3140328
1815,mai. 2011,Piauí,79.292,18.045,3140328
1816,jun. 2011,Piauí,81.115,21.040,3140328
1817,jul. 2011,Piauí,83.665,21.173,3140328
1818,ago. 2011,Piauí,84.882,22.192,3140328
1819,set. 2011,Piauí,93.612,21.113,3140328
1820,out. 2011,Piauí,95.454,23.095,3140328
1821,nov. 2011,Piauí,93.939,22.237,3140328
1822,dez. 2011,Piauí,92.021,21.870,3140328
1823,jan. 2012,Piauí,94.225,22.006,3160748
1824,fev. 2012,Piauí,87.535,22.051,3160748
1825,mar. 2012,Piauí,87.335,20.363,3160748
1826,abr. 2012,Piauí,88.737,24.269,3160748
1827,mai. 2012,Piauí,94.050,18.014,3160748
1828,jun. 2012,Piauí,98.599,17.494,3160748
1829,jul. 2012,Piauí,94.387,18.156,3160748
1830,ago. 2012,Piauí,105.167,19.557,3160748
1831,set. 2012,Piauí,109.329,18.480,3160748
1832,out. 2012,Piauí,114.372,16.151,3160748
1833,nov. 2012,Piauí,115.707,15.721,3160748
1834,dez. 2012,Piauí,104.790,15.560,3160748
1835,jan. 2013,Piauí,107.978,20.755,3184166
1836,fev. 2013,Piauí,102.763,18.954,3184166
1837,mar. 2013,Piauí,100.600,19.380,3184166
1838,abr. 2013,Piauí,104.357,24.408,3184166
1839,mai. 2013,Piauí,101.092,22.526,3184166
1840,jun. 2013,Piauí,106.366,22.408,3184166
1841,jul. 2013,Piauí,112.086,23.754,3184166
1842,ago. 2013,Piauí,111.733,23.889,3184166
1843,set. 2013,Piauí,116.719,23.689,3184166
1844,out. 2013,Piauí,126.327,21.572,3184166
1845,nov. 2013,Piauí,118.697,22.722,3184166
1846,dez. 2013,Piauí,119.751,24.540,3184166
1847,jan. 2014,Piauí,119.333,22.785,3194718
1848,fev. 2014,Piauí,108.865,21.002,3194718
1849,mar. 2014,Piauí,109.819,23.056,3194718
1850,abr. 2014,Piauí,106.492,21.052,3194718
1851,mai. 2014,Piauí,114.189,21.750,3194718
1852,jun. 2014,Piauí,114.994,26.309,3194718
1853,jul. 2014,Piauí,121.474,26.225,3194718
1854,ago. 2014,Piauí,120.895,26.954,3194718
1855,set. 2014,Piauí,125.642,26.394,3194718
1856,out. 2014,Piauí,136.179,24.042,3194718
1857,nov. 2014,Piauí,107.158,25.935,3194718
1858,dez. 2014,Piauí,128.543,23.421,3194718
1859,jan. 2015,Piauí,134.095,24.544,3204028
1860,fev. 2015,Piauí,121.470,19.836,3204028
1861,mar. 2015,Piauí,120.620,22.350,3204028
1862,abr. 2015,Piauí,122.610,21.310,3204028
1863,mai. 2015,Piauí,123.368,22.952,3204028
1864,jun. 2015,Piauí,126.916,22.938,3204028
1865,jul. 2015,Piauí,129.376,23.474,3204028
1866,ago. 2015,Piauí,124.533,24.531,3204028
1867,set. 2015,Piauí,138.738,22.040,3204028
1868,out. 2015,Piauí,141.055,22.989,3204028
1869,nov. 2015,Piauí,145.979,21.752,3204028
1870,dez. 2015,Piauí,149.468,22.079,3204028
1871,jan. 2016,Piauí,129.868,18.133,3212180
1872,fev. 2016,Piauí,115.420,17.212,3212180
1873,mar. 2016,Piauí,129.950,19.380,3212180
1874,abr. 2016,Piauí,121.591,19.463,3212180
1875,mai. 2016,Piauí,133.869,21.146,3212180
1876,jun. 2016,Piauí,137.467,18.096,3212180
1877,jul. 2016,Piauí,126.046,20.824,3212180
1878,ago. 2016,Piauí,138.634,21.719,3212180
1879,set. 2016,Piauí,148.193,19.404,3212180
1880,out. 2016,Piauí,142.240,19.669,3212180
1881,nov. 2016,Piauí,156.833,21.603,3212180
1882,dez. 2016,Piauí,148.903,20.794,3212180
1883,jan. 2017,Piauí,137.948,19.057,3219257
1884,fev. 2017,Piauí,125.142,17.252,3219257
1885,mar. 2017,Piauí,127.869,15.692,3219257
1886,abr. 2017,Piauí,121.620,15.087,3219257
1887,mai. 2017,Piauí,136.472,17.857,3219257
1888,jun. 2017,Piauí,138.191,16.006,3219257
1889,jul. 2017,Piauí,130.458,17.634,3219257
1890,ago. 2017,Piauí,140.058,17.838,3219257
1891,set. 2017,Piauí,153.206,17.829,3219257
1892,out. 2017,Piauí,157.899,19.103,3219257
1893,nov. 2017,Piauí,160.898,18.845,3219257
1894,dez. 2017,Piauí,149.871,17.011,3219257
1895,jan. 2018,Piauí,141.598,17.250,3264531
1896,fev. 2018,Piauí,131.985,14.081,3264531
1897,mar. 2018,Piauí,133.095,15.799,3264531
1898,abr. 2018,Piauí,131.286,15.789,3264531
1899,mai. 2018,Piauí,133.783,17.059,3264531
1900,jun. 2018,Piauí,141.022,17.603,3264531
1901,jul. 2018,Piauí,128.545,17.725,3264531
1902,ago. 2018,Piauí,151.463,18.869,3264531
1903,set. 2018,Piauí,159.463,18.365,3264531
1904,out. 2018,Piauí,166.013,18.539,3264531
1905,nov. 2018,Piauí,168.081,17.852,3264531
1906,dez. 2018,Piauí,69.488,11.205,3264531
1907,jan. 2019,Piauí,134.187,15.184,3273227
1908,fev. 2019,Piauí,139.992,13.504,3273227
1909,mar. 2019,Piauí,136.589,16.083,3273227
1910,abr. 2019,Piauí,134.037,16.277,3273227
1911,mai. 2019,Piauí,141.659,17.178,3273227
1912,jun. 2019,Piauí,142.904,18.175,3273227
1913,jul. 2019,Piauí,142.818,19.081,3273227
1914,ago. 2019,Piauí,143.619,18.767,3273227
1915,set. 2019,Piauí,154.848,18.752,3273227
1916,out. 2019,Piauí,164.902,19.430,3273227
1917,nov. 2019,Piauí,173.275,18.619,3273227
1918,dez. 2019,Piauí,167.280,16.891,3273227
1919,jan. 2020,Piauí,154.811,15.895,3281480
1920,fev. 2020,Piauí,143.815,12.924,3281480
1921,mar. 2020,Piauí,139.778,15.153,3281480
1922,abr. 2020,Piauí,145.346,10.724,3281480
1923,mai. 2020,Piauí,150.268,13.056,3281480
1924,jun. 2020,Piauí,150.702,16.457,3281480
1925,jul. 2020,Piauí,156.363,13.533,3281480
1926,ago. 2020,Piauí,150.730,17.200,3281480
1927,set. 2020,Piauí,163.499,20.282,3281480
1928,out. 2020,Piauí,177.922,19.725,3281480
1929,nov. 2020,Piauí,180.083,18.601,3281480
1930,dez. 2020,Piauí,174.740,17.887,3281480
1931,jan. 2021,Piauí,169.186,17.385,3289290
1932,fev. 2021,Piauí,151.423,14.500,3289290
1933,mar. 2021,Piauí,152.823,17.138,3289290
1934,abr. 2021,Piauí,158.397,17.038,3289290
1935,mai. 2021,Piauí,159.284,19.014,3289290
1936,jun. 2021,Piauí,166.041,19.498,3289290
1937,jul. 2021,Piauí,161.618,20.111,3289290
1938,ago. 2021,Piauí,166.600,20.328,3289290
1939,set. 2021,Piauí,179.034,20.102,3289290
1940,out. 2021,Piauí,175.788,20.295,3289290
1941,nov. 2021,Piauí,173.024,18.097,3289290
1942,dez. 2021,Piauí,178.417,18.120,3289290
1943,jan. 2004,Ceará,165.168,139.002,7976563
1944,fev. 2004,Ceará,148.544,135.533,7976563
1945,mar. 2004,Ceará,163.813,154.654,7976563
1946,abr. 2004,Ceará,177.212,144.993,7976563
1947,mai. 2004,Ceará,156.118,152.067,7976563
1948,jun. 2004,Ceará,161.970,151.270,7976563
1949,jul. 2004,Ceará,148.023,156.541,7976563
1950,ago. 2004,Ceará,164.164,162.161,7976563
1951,set. 2004,Ceará,174.620,164.965,7976563
1952,out. 2004,Ceará,173.293,160.196,7976563
1953,nov. 2004,Ceará,174.671,174.609,7976563
1954,dez. 2004,Ceará,177.341,167.282,7976563
1955,jan. 2005,Ceará,185.505,154.596,8097276
1956,fev. 2005,Ceará,177.314,154.905,8097276
1957,mar. 2005,Ceará,183.339,161.466,8097276
1958,abr. 2005,Ceará,184.221,156.991,8097276
1959,mai. 2005,Ceará,182.373,164.107,8097276
1960,jun. 2005,Ceará,175.903,160.153,8097276
1961,jul. 2005,Ceará,174.387,160.849,8097276
1962,ago. 2005,Ceará,180.092,173.891,8097276
1963,set. 2005,Ceará,175.056,168.290,8097276
1964,out. 2005,Ceará,182.402,170.050,8097276
1965,nov. 2005,Ceará,187.459,165.881,8097276
1966,dez. 2005,Ceará,189.462,158.635,8097276
1967,jan. 2006,Ceará,192.387,160.602,8217085
1968,fev. 2006,Ceará,183.095,152.853,8217085
1969,mar. 2006,Ceará,182.648,160.595,8217085
1970,abr. 2006,Ceará,186.024,152.252,8217085
1971,mai. 2006,Ceará,185.716,160.284,8217085
1972,jun. 2006,Ceará,179.895,161.532,8217085
1973,jul. 2006,Ceará,179.664,157.325,8217085
1974,ago. 2006,Ceará,185.252,162.783,8217085
1975,set. 2006,Ceará,187.517,164.511,8217085
1976,out. 2006,Ceará,194.125,172.501,8217085
1977,nov. 2006,Ceará,198.462,173.146,8217085
1978,dez. 2006,Ceará,199.895,152.239,8217085
1979,jan. 2007,Ceará,197.216,164.485,8185250
1980,fev. 2007,Ceará,190.821,157.394,8185250
1981,mar. 2007,Ceará,181.524,160.370,8185250
1982,abr. 2007,Ceará,199.299,161.358,8185250
1983,mai. 2007,Ceará,192.733,165.550,8185250
1984,jun. 2007,Ceará,191.569,165.383,8185250
1985,jul. 2007,Ceará,182.160,174.576,8185250
1986,ago. 2007,Ceará,190.104,178.958,8185250
1987,set. 2007,Ceará,189.152,169.688,8185250
1988,out. 2007,Ceará,196.891,182.455,8185250
1989,nov. 2007,Ceará,200.388,179.462,8185250
1990,dez. 2007,Ceará,204.897,174.334,8185250
1991,jan. 2008,Ceará,204.921,153.469,8450527
1992,fev. 2008,Ceará,207.112,166.634,8450527
1993,mar. 2008,Ceará,197.321,172.223,8450527
1994,abr. 2008,Ceará,193.096,162.509,8450527
1995,mai. 2008,Ceará,202.750,163.863,8450527
1996,jun. 2008,Ceará,193.459,170.502,8450527
1997,jul. 2008,Ceará,199.755,179.154,8450527
1998,ago. 2008,Ceará,206.897,173.938,8450527
1999,set. 2008,Ceará,201.794,179.974,8450527
2000,out. 2008,Ceará,215.170,184.986,8450527
2001,nov. 2008,Ceará,211.520,177.722,8450527
2002,dez. 2008,Ceará,222.693,162.299,8450527
2003,jan. 2009,Ceará,237.183,156.488,8547809
2004,fev. 2009,Ceará,201.285,161.734,8547809
2005,mar. 2009,Ceará,209.105,165.139,8547809
2006,abr. 2009,Ceará,206.369,161.867,8547809
2007,mai. 2009,Ceará,214.969,157.436,8547809
2008,jun. 2009,Ceará,204.585,166.664,8547809
2009,jul. 2009,Ceará,205.320,180.494,8547809
2010,ago. 2009,Ceará,223.657,184.172,8547809
2011,set. 2009,Ceará,216.282,184.840,8547809
2012,out. 2009,Ceará,226.519,191.000,8547809
2013,nov. 2009,Ceará,227.918,190.792,8547809
2014,dez. 2009,Ceará,234.572,171.632,8547809
2015,jan. 2010,Ceará,247.584,165.651,8452381
2016,fev. 2010,Ceará,231.317,171.163,8452381
2017,mar. 2010,Ceará,249.535,184.857,8452381
2018,abr. 2010,Ceará,254.359,175.377,8452381
2019,mai. 2010,Ceará,242.986,187.190,8452381
2020,jun. 2010,Ceará,247.838,191.111,8452381
2021,jul. 2010,Ceará,247.188,189.086,8452381
2022,ago. 2010,Ceará,230.520,195.280,8452381
2023,set. 2010,Ceará,248.776,193.441,8452381
2024,out. 2010,Ceará,247.907,193.262,8452381
2025,nov. 2010,Ceará,250.995,196.163,8452381
2026,dez. 2010,Ceará,250.205,181.315,8452381
2027,jan. 2011,Ceará,267.469,167.607,8530155
2028,fev. 2011,Ceará,233.507,184.004,8530155
2029,mar. 2011,Ceará,237.896,191.928,8530155
2030,abr. 2011,Ceará,242.224,184.795,8530155
2031,mai. 2011,Ceará,246.104,186.226,8530155
2032,jun. 2011,Ceará,242.522,193.254,8530155
2033,jul. 2011,Ceará,255.015,199.820,8530155
2034,ago. 2011,Ceará,255.684,204.823,8530155
2035,set. 2011,Ceará,264.164,209.887,8530155
2036,out. 2011,Ceará,259.712,207.479,8530155
2037,nov. 2011,Ceará,264.064,198.333,8530155
2038,dez. 2011,Ceará,263.564,185.144,8530155
2039,jan. 2012,Ceará,282.415,183.499,8606005
2040,fev. 2012,Ceará,266.520,196.706,8606005
2041,mar. 2012,Ceará,268.364,197.956,8606005
2042,abr. 2012,Ceará,284.272,189.919,8606005
2043,mai. 2012,Ceará,275.145,195.917,8606005
2044,jun. 2012,Ceará,281.236,195.653,8606005
2045,jul. 2012,Ceará,274.122,201.399,8606005
2046,ago. 2012,Ceará,279.418,207.862,8606005
2047,set. 2012,Ceará,275.886,204.177,8606005
2048,out. 2012,Ceará,286.928,210.565,8606005
2049,nov. 2012,Ceará,286.890,209.861,8606005
2050,dez. 2012,Ceará,295.875,189.510,8606005
2051,jan. 2013,Ceará,315.011,194.085,8778576
2052,fev. 2013,Ceará,316.319,196.126,8778576
2053,mar. 2013,Ceará,297.842,202.123,8778576
2054,abr. 2013,Ceará,314.120,201.246,8778576
2055,mai. 2013,Ceará,312.425,212.658,8778576
2056,jun. 2013,Ceará,307.936,204.544,8778576
2057,jul. 2013,Ceará,291.730,206.321,8778576
2058,ago. 2013,Ceará,299.989,219.685,8778576
2059,set. 2013,Ceará,321.554,213.803,8778576
2060,out. 2013,Ceará,326.166,227.203,8778576
2061,nov. 2013,Ceará,332.537,221.752,8778576
2062,dez. 2013,Ceará,314.984,198.771,8778576
2063,jan. 2014,Ceará,341.566,189.148,8842791
2064,fev. 2014,Ceará,338.849,203.500,8842791
2065,mar. 2014,Ceará,332.997,203.931,8842791
2066,abr. 2014,Ceará,322.472,197.295,8842791
